Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode,Loss log
0,-443.6,0.1,444,444,45.1,0.0
100,-444.5,0.1,445,445,45.1,0.201252281665802
200,-480.2,0.0,478,478,50.0,1.5297313928604126
300,-484.7,0.0,483,483,50.0,33.96928787231445
400,-475.7,0.0,473,473,50.0,55.7807731628418
500,-355.1,0.0,339,339,50.0,19.534765243530273
600,-434.3,0.0,427,427,50.0,11.800925254821777
700,-444.7,0.1,445,445,45.3,0.5436378717422485
800,-444.2,0.0,438,438,50.0,9.71493148803711
900,-396.1,0.1,391,391,45.3,0.08624133467674255
1000,-95.0,0.0,50,50,50.0,0.710054874420166
1100,-250.7,0.0,223,223,50.0,4.158468246459961
1200,-38.6,0.2,0,0,40.8,8.593711853027344
1300,-216.5,0.0,185,185,50.0,3.539792060852051
1400,-22.1,0.5,0,0,27.6,2.2791907787323
1500,-32.8,0.3,0,0,36.1,8.952677726745605
1600,-44.9,0.1,0,0,46.0,0.8911508917808533
1700,-38.3,0.2,0,0,40.5,1.0980948209762573
1800,-95.0,0.0,50,50,50.0,4.755900859832764
1900,-44.7,0.1,0,0,45.8,2.4614205360412598
2000,-44.9,0.1,0,0,46.0,9.25665283203125
2100,-33.4,0.3,0,0,36.7,8.994616508483887
2200,-44.5,0.1,0,0,45.6,2.9444026947021484
2300,-44.1,0.1,0,0,45.2,24.055606842041016
2400,-27.2,0.4,0,0,31.6,0.7162174582481384
2500,-50.0,0.0,0,0,50.0,1.3460687398910522
2600,-50.0,0.0,0,0,50.0,1.0686657428741455
2700,-50.0,0.0,0,0,50.0,3.2171707153320312
2800,-50.0,0.0,0,0,50.0,0.6293032169342041
2900,-38.3,0.2,0,0,40.5,0.021190844476222992
3000,-29.7,0.4,0,0,34.1,8.762351036071777
3100,-34.7,0.3,0,0,38.0,0.2817687392234802
3200,-33.3,0.3,0,0,36.6,0.20354487001895905
3300,-44.9,0.1,0,0,46.0,1.0728445053100586
3400,-44.1,0.1,0,0,45.2,0.4657006561756134
3500,-44.3,0.1,0,0,45.4,16.278654098510742
3600,-44.0,0.1,0,0,45.1,8.3027925491333
3700,-50.0,0.0,0,0,50.0,1.8095568418502808
3800,-44.1,0.1,0,0,45.2,0.0006734743947163224
3900,-44.2,0.1,0,0,45.3,8.06670093536377
