Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode,Loss log
0,-339.1,0.3,341,0,35.5,0.0
100,-195.7,0.5,138,102,26.0,0.5288098454475403
200,-128.1,0.7,116,29,16.9,85.05958557128906
300,-16.3,0.7,0,15,16.5,14.675226211547852
400,-138.6,0.5,1,234,26.2,203.3843231201172
500,-107.9,0.7,56,94,18.2,9.115518569946289
600,-61.5,0.8,7,99,14.5,1.420769453048706
700,7.2,1.0,0,1,3.3,21.976295471191406
0,-206.9,0.4,146,96,31.9,0.0
800,-179.1,0.4,90,140,32.5,38.056640625
900,-77.2,0.7,70,11,16.4,0.28596773743629456
1000,-88.2,0.7,11,135,18.5,58.98729705810547
1100,-113.8,0.6,3,188,23.7,0.9624675512313843
1200,-152.6,0.4,39,180,31.9,31.421751022338867
1300,-56.5,0.7,7,79,18.4,74.09950256347656
1400,-85.3,0.6,17,108,22.6,22.369413375854492
1500,-62.8,0.7,6,91,19.6,5.619354248046875
1600,-61.6,0.7,7,89,18.5,0.0
1700,-63.1,0.7,12,86,17.0,10.03692626953125
1800,-61.1,0.6,0,91,22.2,18.065523147583008
1900,-93.5,0.5,4,137,26.9,13.115559577941895
2000,-33.2,0.7,1,45,17.5,0.020865581929683685
2100,-2.5,0.9,4,0,8.8,0.0953926220536232
2200,-4.4,0.8,1,0,12.3,19.11880111694336
2300,-56.8,0.7,1,93,17.1,5.911466121673584
2400,-34.5,0.7,2,46,17.4,0.022215262055397034
2500,-84.0,0.6,1,136,21.7,0.12947069108486176
2600,-38.1,0.8,7,56,12.6,99.9814453125
2700,-6.4,0.9,0,16,8.3,19.973289489746094
2800,-31.8,0.7,0,45,17.0,2.481673002243042
2900,-37.8,0.6,0,45,21.9,2.308349132537842
3000,-27.3,0.8,0,46,13.1,50.008941650390625
3100,-39.1,0.6,0,47,22.2,6.71966552734375
3200,-63.2,0.7,10,88,17.9,5.857692718505859
3300,-10.1,0.7,0,0,17.8,5.788088798522949
3400,-0.2,0.9,1,1,8.7,4.711406707763672
3500,-0.8,0.9,2,0,8.9,1.7582563161849976
3600,-56.3,0.7,0,94,17.0,19.447904586791992
3700,-4.0,0.8,0,0,12.8,10.661279678344727
3800,-28.8,0.5,9,0,26.2,16.124500274658203
3900,-4.2,0.8,0,0,13.0,5.69287633895874
4000,2.5,0.9,0,0,7.4,8.955865859985352
4100,-10.1,0.7,0,0,17.8,42.58902359008789
4200,-3.7,0.8,0,0,12.5,0.6677857637405396
4300,0.8,0.9,0,1,8.6,3.543212652206421
4400,-3.7,0.8,0,0,12.5,3.6212852001190186
4500,8.6,1.0,0,0,2.4,0.18775881826877594
4600,1.9,0.9,0,0,8.0,1.2410540580749512
4700,2.7,0.9,0,0,7.2,13.140780448913574
4800,-4.8,0.8,0,2,12.6,0.8971450328826904
4900,-5.1,0.8,1,1,12.5,7.887486457824707
5000,-19.9,0.6,5,0,22.0,4.385390758514404
5100,-53.4,0.6,7,63,22.2,3.141345739364624
5200,-5.1,0.8,0,2,12.9,0.2977011501789093
5300,-18.8,0.7,10,0,17.5,14.974029541015625
5400,-10.1,0.8,0,11,13.4,2.7351460456848145
5500,-14.9,0.7,0,12,16.6,1.1654318571090698
5600,-35.1,0.8,9,46,12.8,0.20994678139686584
5700,-65.3,0.7,10,93,17.5,11.337418556213379
5800,-27.3,0.8,0,47,12.6,1.8905043601989746
5900,-29.6,0.6,16,0,21.8,9.038430213928223
6000,-68.3,0.4,20,47,31.2,11.268285751342773
6100,-19.8,0.6,0,10,21.4,1.5320134162902832
6200,-31.8,0.7,0,46,16.5,1.4649598598480225
6300,-44.9,0.5,0,48,26.4,0.0
6400,-82.4,0.6,0,134,22.0,7.943324089050293
6500,6.6,1.0,0,0,4.4,2.137655735015869
6600,-37.5,0.6,0,45,21.6,5.758755207061768
6700,-20.4,0.9,0,44,8.3,4.5854363441467285
6800,-39.0,0.7,0,59,17.2,0.16018323600292206
6900,-49.2,0.8,2,85,13.7,3.3137805461883545
7000,-27.7,0.8,0,48,12.5,5.452218532562256
7100,6.8,1.0,0,0,4.2,1.2072696685791016
7200,-4.9,0.8,0,2,12.7,17.28583526611328
7300,-28.7,0.6,0,28,21.3,9.112898826599121
7400,-128.8,0.5,0,216,26.3,24.044822692871094
7500,-4.9,0.9,0,12,8.8,0.3154049813747406
7600,3.1,0.9,0,0,6.8,1.3325421810150146
7700,-9.7,0.9,0,21,9.1,0.1498696506023407
7800,-8.0,0.8,0,8,12.8,0.2327934354543686
7900,-3.3,0.8,0,0,12.1,0.8684465289115906
8000,-5.7,0.9,0,16,7.6,0.1095978394150734
8100,1.8,0.9,0,0,8.1,4.997470378875732
8200,-28.1,0.8,0,47,13.4,0.4375752806663513
8300,-5.4,0.9,4,1,11.2,0.952685534954071
8400,1.4,0.9,0,0,8.5,1.299277901649475
8500,-4.2,0.9,0,11,8.6,0.024860061705112457
8600,7.7,1.0,0,0,3.3,7.749336242675781
8700,-24.2,0.7,10,12,16.9,1.6998281478881836
8800,2.5,0.9,0,0,7.4,26.253353118896484
8900,-3.5,0.8,0,1,11.8,11.816537857055664
9000,-37.3,0.7,0,55,17.5,9.511321067810059
9100,2.2,0.9,0,0,7.7,0.15362116694450378
