Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-389.1,0.2,0,0,40.3
100,-485.6,0.0,0,0,50.0
200,-16.4,0.9,0,47,7.5
300,-190.8,0.6,0,0,21.0
400,-87.6,0.6,0,182,21.4
500,-113.8,0.5,0,233,26.1
600,-89.6,0.6,0,187,21.4
700,-15.9,0.9,0,47,7.0
800,-40.0,0.8,0,93,11.6
900,-65.1,0.7,0,141,16.4
1000,-64.0,0.7,0,138,16.5
