Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode,Loss log
0,-118.8,0.7,96,47,16.6,0.0
3600,-158.2,0.5,49,187,26.1,11.178604125976562
3700,-127.3,0.6,48,139,21.2,46.54800033569336
3800,-155.6,0.5,48,184,25.9,11.838266372680664
3900,-69.5,0.8,48,47,11.6,33.34181594848633
4000,-267.3,0.2,98,282,40.3,26.558990478515625
4100,8.1,1.0,0,0,2.9,79.21209716796875
4200,-167.3,0.4,0,282,30.7,5.217250347137451
4300,-137.5,0.5,0,233,26.5,107.20097351074219
4400,-196.3,0.3,0,328,35.6,237.8062286376953
4500,-167.0,0.4,0,281,30.9,0.3490596413612366
0,-96.7,0.8,0,94,11.5,0.0
4600,-248.4,0.5,97,140,26.6,5.975850582122803
4700,-199.2,0.6,49,140,21.7,21.522497177124023
4800,-96.9,0.8,0,94,11.7,1.0045160055160522
4900,-251.6,0.5,49,187,26.0,106.41213989257812
5000,-355.2,0.3,150,188,35.5,103.59808349609375
5100,-358.6,0.3,49,282,35.8,13.720184326171875
5200,-146.9,0.7,49,94,16.5,0.08274313062429428
5300,-93.2,0.8,49,46,11.9,135.11587524414062
5400,-150.5,0.7,0,141,17.2,480.053955078125
5500,-148.1,0.7,0,139,16.8,297.6073913574219
5600,-200.0,0.6,0,185,21.6,62.61994934082031
5700,-202.1,0.6,0,187,21.7,130.95260620117188
5800,-410.1,0.2,0,372,40.3,21.32625961303711
5900,-199.1,0.6,49,140,21.6,857.84326171875
6000,-45.2,0.9,0,47,8.1,100.0
6100,-256.0,0.5,0,235,26.5,152.635498046875
6200,-202.2,0.6,0,187,21.8,6.811944007873535
6300,-148.5,0.7,0,139,17.2,97.70063781738281
6400,-200.8,0.6,0,186,21.4,16.022300720214844
6500,-94.0,0.8,0,91,11.8,7.4103851318359375
6600,-96.9,0.8,0,93,12.7,282.5825500488281
6700,-97.3,0.8,0,94,12.1,0.0
6800,-150.4,0.7,0,141,17.1,13.695610046386719
6900,-94.5,0.8,0,91,12.3,0.0
7000,-359.5,0.3,50,282,35.8,2.36197829246521
7100,-306.7,0.4,0,280,31.1,96.73602294921875
7200,-200.3,0.6,0,186,20.9,221.96890258789062
7300,-250.8,0.5,48,187,26.1,156.07723999023438
7400,-94.2,0.8,49,47,11.9,0.23245489597320557
7500,-242.3,0.5,143,93,26.1,7.2617998123168945
7600,-193.1,0.6,46,137,21.3,0.9210197329521179
7700,-255.4,0.5,0,235,25.9,193.30718994140625
7800,-94.8,0.8,0,91,12.6,1.9656158685684204
7900,-96.7,0.8,0,94,11.5,1169.5718994140625
8000,-197.2,0.6,50,137,21.8,286.78936767578125
8100,-345.1,0.3,243,94,35.7,99.8011245727539
8200,-149.1,0.7,0,140,16.8,0.0
8300,-202.0,0.6,0,187,21.6,26.613435745239258
8400,-249.8,0.5,0,229,26.3,5.088850021362305
8500,-146.7,0.7,49,93,17.3,119.10701751708984
8600,8.7,1.0,0,0,2.3,18.034154891967773
8700,-199.6,0.6,0,185,21.2,125.45454406738281
8800,-93.3,0.8,48,47,11.9,0.0
8900,-299.5,0.4,199,94,30.8,100.0
9000,-146.8,0.7,48,94,17.3,8.88640022277832
9100,-355.4,0.3,0,323,35.7,50.87919235229492
9200,-148.0,0.7,0,139,16.7,57.59663772583008
9300,-307.7,0.4,0,281,31.1,168.56605529785156
9400,-150.4,0.7,0,141,17.1,647.6654663085938
9500,-149.1,0.7,0,140,16.8,14.332736015319824
9600,-203.1,0.6,0,188,21.7,2.66029953956604
9700,-305.7,0.4,0,279,31.1,9.611693382263184
9800,-202.7,0.6,0,188,21.3,266.8049011230469
9900,-252.2,0.5,50,186,26.7,181.0733184814453
10000,-93.6,0.8,48,47,12.2,1356.6923828125
10100,-250.2,0.5,98,141,26.5,0.0
10200,-243.2,0.5,94,138,26.1,1.1450748443603516
10300,-199.9,0.6,0,185,21.5,21.62432289123535
10400,8.8,1.0,0,0,2.2,116.42650604248047
10500,-148.2,0.7,50,94,16.9,699.9968872070312
10600,-143.4,0.7,97,47,16.8,1305.2584228515625
10700,-253.7,0.5,0,233,26.2,0.8162288069725037
10800,-97.0,0.8,0,94,11.8,21.272106170654297
10900,-359.2,0.3,0,327,35.5,100.0
11000,-304.7,0.4,100,188,31.1,183.49363708496094
11100,-149.8,0.7,0,141,16.5,241.7267303466797
11200,-147.3,0.7,49,94,16.9,19.47260093688965
11300,-303.6,0.4,99,188,30.9,102.4077377319336
11400,-150.0,0.7,0,141,16.7,0.0
11500,-149.8,0.7,0,141,16.5,0.0
11600,-43.7,0.9,0,47,6.6,18.573383331298828
11700,-194.7,0.6,98,92,21.1,0.0
11800,-96.1,0.8,0,93,11.9,0.11603240668773651
11900,-150.1,0.7,0,141,16.8,0.02114422433078289
12000,-149.7,0.7,0,141,16.4,391.1842041015625
12100,-200.9,0.6,0,186,21.5,487.34625244140625
12200,-97.0,0.8,0,94,11.8,65.9759292602539
12300,-149.1,0.7,0,140,16.8,70.48320770263672
12400,-150.3,0.7,0,141,17.0,0.5384217500686646
12500,-94.0,0.8,100,0,12.8,3.0325329303741455
12600,-44.5,0.9,0,47,7.4,20.26617431640625
12700,-146.9,0.7,0,138,16.6,26.923297882080078
12800,-43.1,0.9,0,46,7.0,52.91432571411133
12900,-145.2,0.7,49,92,16.8,3.7560646533966064
13000,-248.9,0.5,149,94,26.3,0.23665976524353027
13100,-245.1,0.5,95,139,26.1,735.7932739257812
13200,-149.8,0.7,0,141,16.5,100.0
13300,-94.4,0.8,0,92,11.2,14.185965538024902
13400,-146.6,0.7,0,138,16.3,45.294124603271484
13500,-43.3,0.9,0,47,6.2,0.003865824081003666
13600,-97.1,0.8,0,94,11.9,505.0718994140625
13700,-203.3,0.6,0,188,21.9,71.34627532958984
13800,-96.3,0.8,0,93,12.1,46.039329528808594
13900,-198.0,0.6,99,94,21.5,718.70654296875
14000,-98.1,0.8,0,94,12.9,0.7714170813560486
14100,-40.6,0.9,48,0,7.3,55.31660461425781
14200,8.1,1.0,0,0,2.9,20.963279724121094
14300,-44.3,0.9,0,47,7.2,31.792362213134766
14400,-147.8,0.7,0,138,17.5,4.973438262939453
14500,-249.6,0.5,150,94,26.1,4.64408540725708
14600,-189.1,0.6,194,0,21.1,49.77975845336914
14700,-96.1,0.8,0,93,11.9,10.2346830368042
14800,-97.2,0.8,0,93,13.0,25.808666229248047
14900,-200.2,0.6,49,141,21.7,9.814371109008789
15000,-97.0,0.8,0,94,11.8,19.735544204711914
15100,-199.5,0.6,48,141,21.9,30.7379093170166
15200,-97.3,0.8,0,94,12.1,204.9423370361328
15300,-96.4,0.8,0,93,12.2,450.39837646484375
15400,-150.8,0.7,0,141,17.5,275.8658752441406
15500,-43.9,0.9,0,47,6.8,0.0
15600,-44.8,0.9,0,47,7.7,427.0079650878906
15700,-199.7,0.6,0,185,21.3,10.627116203308105
15800,-201.2,0.6,0,186,21.8,1524.1376953125
15900,-249.1,0.5,97,141,26.3,118.63703918457031
16000,-141.7,0.7,97,46,16.1,271.86273193359375
16100,-150.2,0.7,0,141,16.9,89.5217514038086
16200,-253.7,0.5,0,233,26.2,0.0
16300,-254.0,0.5,0,233,26.5,5.048639297485352
16400,-403.6,0.2,147,233,40.5,301.9774475097656
16500,-253.5,0.5,50,188,26.0,13.70226001739502
16600,-97.1,0.8,0,94,11.9,275.44647216796875
16700,-141.9,0.7,45,93,16.1,17.81468963623047
16800,8.8,1.0,0,0,2.2,70.35909271240234
16900,-43.5,0.9,0,46,7.4,22.615549087524414
17000,-95.0,0.8,0,92,11.8,1.2251499891281128
17100,-44.5,0.9,0,47,7.4,72.15852355957031
17200,-253.4,0.5,0,233,25.9,24.448646545410156
17300,8.2,1.0,0,0,2.8,5.720415115356445
17400,-150.2,0.7,0,141,16.9,59.6580696105957
17500,-145.7,0.7,100,47,16.4,261.56878662109375
17600,-148.2,0.7,0,139,16.9,1.562795639038086
17700,-199.1,0.6,50,140,20.7,0.0
17800,-97.6,0.8,0,94,12.4,0.0
17900,-93.3,0.8,48,47,11.9,0.0
18000,-250.7,0.5,0,230,26.2,157.70835876464844
18100,-201.1,0.6,0,186,21.7,137.51812744140625
18200,-147.0,0.7,0,138,16.7,224.5200958251953
18300,-45.1,0.9,0,47,8.0,7.814147472381592
18400,-145.8,0.7,0,137,16.5,305.2398681640625
18500,-95.1,0.8,0,92,11.9,142.5505828857422
18600,-301.0,0.4,148,141,31.2,1.1115692853927612
18700,-197.6,0.6,50,138,21.2,13.989310264587402
18800,-97.1,0.8,0,94,11.9,6.896083354949951
18900,-306.5,0.4,0,280,30.9,8.6110200881958
19000,-199.7,0.6,0,184,22.3,0.0
19100,-203.1,0.6,0,188,21.7,42.391578674316406
19200,-147.7,0.7,0,138,17.4,161.0735321044922
19300,-148.9,0.7,0,140,16.6,142.2178955078125
