Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode,Loss log
0,5.9,1.0,1,0,4.2,0.0
19500,2.7,1.0,2,1,5.1,13.599583625793457
19600,-6.4,0.9,10,0,7.3,21.20386505126953
19700,-38.9,0.9,45,0,8.3,41.60250473022461
19800,-8.7,0.7,0,0,16.4,1.2088828086853027
19900,1.3,0.9,0,1,7.2,1.4622070789337158
20000,5.5,1.0,0,2,2.7,1.216239094734192
20100,4.5,1.0,1,1,4.2,2.6440014839172363
20200,7.6,1.0,0,0,3.4,6.790584564208984
20300,1.5,0.9,0,0,8.4,0.5757438540458679
20400,7.2,1.0,0,0,3.8,103.1408920288086
20500,-5.2,0.8,0,1,12.6,1.4808690547943115
20600,-11.0,0.7,0,1,17.3,1.1848971843719482
20700,-3.9,0.8,0,0,12.7,0.0
20800,2.2,0.9,0,0,7.7,1.6383919715881348
20900,8.3,1.0,0,0,2.7,172.17440795898438
21000,2.4,0.9,0,0,7.5,75.17255401611328
21100,7.0,1.0,0,0,4.0,3.0914857387542725
21200,-2.8,0.9,5,0,8.2,54.39179229736328
21300,1.7,0.9,0,0,8.2,6.540059566497803
21400,0.0,0.9,0,0,9.9,0.0
21500,-2.1,0.9,5,0,7.5,0.00044646032620221376
21600,1.1,0.9,0,0,8.8,2.34391188621521
21700,-1.9,0.9,2,1,8.6,0.0
21800,2.4,0.9,0,0,7.5,174.6384735107422
21900,6.9,1.0,0,0,4.1,209.3224334716797
22000,-5.7,0.9,0,5,8.6,3.1612496376037598
22100,-3.8,0.8,0,0,12.6,0.06338153779506683
22200,-16.3,0.8,14,0,12.5,30.555492401123047
22300,-8.4,0.9,5,4,8.2,0.49884456396102905
22400,4.6,1.0,2,0,4.6,0.0
22500,-3.8,0.8,0,0,12.6,7.090524673461914
22600,-16.5,0.7,7,0,17.9,8.700202941894531
22700,0.8,0.9,0,0,9.1,4.985385417938232
22800,7.8,1.0,0,0,3.2,0.7382729649543762
22900,1.5,0.9,0,0,8.4,66.35321044921875
23000,-23.8,0.7,17,0,16.2,18.470869064331055
23100,-14.8,0.9,0,12,7.9,10.523006439208984
23200,7.4,1.0,0,0,3.6,0.0
23300,-1.5,0.9,4,0,7.8,23.155061721801758
23400,-3.4,0.8,0,0,12.2,0.612131655216217
23500,9.0,1.0,0,0,2.0,75.75775146484375
23600,-2.8,0.9,5,0,8.2,25.555212020874023
23700,-9.6,0.8,7,0,12.1,0.0
23800,-7.9,0.8,5,0,12.2,3.439579963684082
23900,-31.0,0.8,7,15,12.5,0.0
24000,-2.6,0.8,0,0,11.4,8.031262397766113
24100,-41.6,0.9,48,0,8.3,38.33932876586914
24200,7.2,1.0,0,0,3.8,2.2454676628112793
24300,8.8,1.0,0,0,2.2,17.918182373046875
24400,8.2,1.0,0,0,2.8,254.73338317871094
24500,-1.3,0.9,4,0,7.6,5.261287212371826
24600,-9.3,0.7,0,0,17.0,5.770639419555664
24700,-4.5,0.8,0,0,13.3,5.3008904457092285
24800,2.1,0.9,0,0,7.8,25.954917907714844
24900,7.9,1.0,0,0,3.1,0.020569633692502975
25000,2.0,0.9,0,0,7.9,163.11285400390625
