Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode,Loss log
0,-0.5,0.1,435,0,45.1,0.0
100,0.0,0.1,440,0,45.1,0.02945064567029476
200,0.9,0.3,338,1,35.8,0.29267534613609314
300,-1.1,0.0,489,0,50.0,0.10311449319124222
400,0.1,0.2,388,0,40.9,0.0
500,-0.1,0.1,439,0,45.1,0.013387677259743214
600,-0.2,0.1,440,0,45.3,16.642271041870117
700,1.0,0.1,450,0,45.1,2.307088851928711
800,0.9,0.1,449,0,45.1,0.003204272361472249
900,0.5,0.1,446,0,45.2,0.019615452736616135
1000,0.6,0.1,446,0,45.1,0.033725228160619736
1100,-0.3,0.0,497,0,50.0,2.931603193283081
1200,1.5,0.2,395,0,40.2,46.08981704711914
1300,0.3,0.1,443,0,45.1,13.952736854553223
1400,-0.7,0.0,493,0,50.0,563.4161987304688
1500,-0.8,0.0,492,0,50.0,5311.1171875
1600,1.1,0.2,391,0,40.2,6337.64794921875
1700,-0.6,0.0,494,0,50.0,7309.51953125
1800,1.5,0.2,397,0,40.4,0.0
1900,-0.2,0.0,498,0,50.0,24301.8671875
2000,-0.4,0.0,496,0,50.0,25745.9296875
2100,-0.2,0.0,498,0,50.0,34335.36328125
2200,-0.1,0.1,439,0,45.1,6858.15283203125
2300,2.5,0.3,347,0,35.5,16332.9462890625
2400,0.2,0.1,443,0,45.2,92365.5390625
2500,-0.5,0.0,495,0,50.0,0.0
2600,-0.8,0.0,492,0,50.0,44766.8515625
2700,0.6,0.1,446,0,45.1,300047.03125
2800,-0.4,0.0,496,0,50.0,75030.5859375
2900,-0.3,0.0,497,0,50.0,0.0
3000,0.5,0.1,446,0,45.2,323809.625
3100,-0.3,0.0,497,0,50.0,16445.55859375
3200,-0.5,0.0,495,0,50.0,79289.5390625
3300,2.0,0.2,400,0,40.2,90647.15625
3400,-1.0,0.0,490,0,50.0,375465.5625
3500,0.4,0.1,445,0,45.2,9500.87109375
3600,-0.2,0.1,439,0,45.2,865294.1875
3700,1.7,0.2,397,0,40.2,40704.24609375
3800,-0.5,0.0,495,0,50.0,53098.7421875
3900,-0.1,0.0,499,0,50.0,484840.21875
4000,0.5,0.1,445,0,45.1,98024.640625
4100,-0.5,0.0,495,0,50.0,111331.3828125
4200,-0.3,0.0,497,0,50.0,1342254.625
4300,0.4,0.1,445,0,45.2,68389.65625
4400,-0.8,0.0,492,0,50.0,75798.046875
4500,0.8,0.1,448,0,45.1,571948.0625
4600,0.6,0.1,446,0,45.1,0.0
4700,0.2,0.1,442,0,45.1,22285.474609375
4800,-0.3,0.0,497,0,50.0,22488.576171875
4900,-0.4,0.0,496,0,50.0,2707292.75
5000,-0.3,0.0,497,0,50.0,66663.5625
5100,0.2,0.1,443,0,45.2,4282234.0
5200,-0.5,0.0,495,0,50.0,8845120.0
5300,-0.3,0.0,497,0,50.0,512395.9375
5400,-0.5,0.0,495,0,50.0,786048.5
5500,1.8,0.2,399,0,40.3,0.0
5600,0.3,0.1,444,0,45.2,674607.1875
5700,0.9,0.1,450,0,45.2,2014409.125
5800,0.8,0.1,448,0,45.1,2044.82373046875
5900,1.5,0.2,396,0,40.3,87790.1015625
6000,0.5,0.1,445,0,45.1,543539.0
6100,1.4,0.2,394,0,40.2,1339313.5
6200,1.6,0.2,397,0,40.3,1122407.875
6300,0.5,0.1,446,0,45.2,10534139.0
6400,0.4,0.1,444,0,45.1,23854.259765625
6500,0.0,0.1,441,0,45.2,10361257.0
6600,0.7,0.1,448,0,45.2,2610903.75
6700,0.6,0.1,447,0,45.2,0.0
6800,-0.5,0.0,495,0,50.0,55993.23828125
6900,-0.8,0.0,492,0,50.0,2437794.25
7000,1.3,0.2,393,0,40.2,8250.8125
7100,0.4,0.1,444,0,45.1,636040.5
7200,0.0,0.0,500,0,50.0,4200994.5
7300,-0.4,0.0,496,0,50.0,328714.09375
7400,1.4,0.2,395,0,40.3,5959964.0
7500,1.0,0.1,450,0,45.1,6703882.0
7600,-0.6,0.0,494,0,50.0,731592.875
7700,-0.2,0.0,498,0,50.0,0.0
7800,1.5,0.2,395,0,40.2,17892966.0
7900,-0.6,0.0,494,0,50.0,356994592.0
8000,0.6,0.1,446,0,45.1,1307583.375
8100,0.6,0.1,446,0,45.1,9144139.0
8200,-0.6,0.0,494,0,50.0,72007984.0
8300,-1.3,0.0,487,0,50.0,8766665.0
8400,1.5,0.2,396,0,40.3,8996321.0
8500,1.2,0.2,393,0,40.3,3003140.0
8600,0.3,0.1,443,0,45.1,0.0
8700,1.6,0.2,396,0,40.2,11475990.0
8800,1.2,0.2,393,0,40.3,310155.4375
8900,2.3,0.3,345,0,35.5,8984.595703125
9000,-0.5,0.0,495,0,50.0,1225103.125
9100,1.8,0.2,399,0,40.3,22680476.0
9200,0.4,0.1,445,0,45.2,1824921.25
9300,0.4,0.1,445,0,45.2,15599013.0
9400,-0.2,0.0,498,0,50.0,26529682.0
9500,1.4,0.2,396,0,40.4,23459170.0
9600,-0.4,0.0,496,0,50.0,47676832.0
9700,-0.6,0.0,494,0,50.0,131213024.0
9800,1.4,0.2,394,0,40.2,5449653.0
9900,0.4,0.1,444,0,45.1,7056266.0
10000,1.5,0.2,396,0,40.3,0.0
