run,check_1,check_2,check_3,check_4,avg_return,finished_percentage,crashes_counter,stuck_counter,avg_steps
1,1800,2300,35700,37800,0.645,0.879,19,0,8.853
2,1400,1900,20600,22500,-0.87,0.852,2,4,10.168
