run,check_1,check_2,check_3,check_4,avg_return,finished_percentage,crashes_counter,stuck_counter,avg_steps
1,2300,3000,20200,22800,-1.196,0.857,83,0,9.876
2,2000,2500,26000,38300,0.809,0.88,0,0,8.871
