Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode,Loss log
0,-221.6,0.2,48,328,40.6,0.0
2600,9.1,1.0,0,0,1.9,0.03740241751074791
2700,8.5,1.0,0,0,2.5,8.305105209350586
2800,8.6,1.0,0,0,2.4,9.291739463806152
2900,8.3,1.0,0,0,2.7,1.1507104635238647
3000,-50.0,0.8,0,94,11.8,0.0
3100,8.9,1.0,0,0,2.1,3.696485757827759
3200,-20.4,0.9,0,47,6.8,0.0
3300,8.7,1.0,0,0,2.3,6.403077713912353e-05
3400,8.3,1.0,0,0,2.7,0.03153901547193527
3500,8.1,1.0,0,0,2.9,29.150362014770508
3600,8.7,1.0,0,0,2.3,4.19345760345459
3700,8.3,1.0,0,0,2.7,0.0
3800,8.5,1.0,0,0,2.5,7.928915977478027
3900,7.6,1.0,0,0,3.4,0.23307466506958008
4000,-49.2,0.8,0,92,12.0,0.0
4100,-20.6,0.9,0,47,7.0,0.3969896733760834
4200,8.1,1.0,0,0,2.9,5.798335552215576
4300,8.4,1.0,0,0,2.6,0.0
4400,8.6,1.0,0,0,2.4,1.3824727535247803
4500,8.2,1.0,0,0,2.8,1.1610820293426514
4600,8.5,1.0,0,0,2.5,2.5158331394195557
4700,8.7,1.0,0,0,2.3,27.001455307006836
4800,-21.2,0.9,0,47,7.6,8.193107604980469
4900,8.7,1.0,0,0,2.3,0.5539120435714722
5000,-49.7,0.8,0,94,11.5,0.092609703540802
5100,8.3,1.0,0,0,2.7,2.1915533542633057
5200,-21.0,0.9,0,47,7.4,48.00868606567383
5300,8.5,1.0,0,0,2.5,0.475796103477478
5400,-108.7,0.6,0,188,21.3,2.9601407051086426
5500,-79.1,0.7,0,141,16.3,0.10634718835353851
5600,8.3,1.0,0,0,2.7,8.966705322265625
5700,8.7,1.0,0,0,2.3,10.678192138671875
5800,8.3,1.0,0,0,2.7,2.4327683448791504
5900,8.7,1.0,0,0,2.3,0.0
6000,8.6,1.0,0,0,2.4,1.0795320272445679
6100,-50.2,0.8,0,94,12.0,0.0
6200,-20.7,0.9,0,47,7.1,7.707902431488037
6300,-167.7,0.4,0,282,31.1,0.0
6400,9.0,1.0,0,0,2.0,6.9648919105529785
6500,8.7,1.0,0,0,2.3,2.78436541557312
6600,-20.4,0.9,0,47,6.8,2.5718603134155273
6700,-49.9,0.8,0,94,11.7,10.63469409942627
6800,-79.0,0.7,0,141,16.2,1.4560520648956299
6900,8.6,1.0,0,0,2.4,0.0
7000,8.7,1.0,0,0,2.3,0.18960057199001312
7100,8.5,1.0,0,0,2.5,0.8777550458908081
7200,-20.5,0.9,0,47,6.9,2.4979233741760254
7300,-20.6,0.9,0,47,7.0,1.3321194648742676
7400,-20.7,0.9,0,47,7.1,0.0
7500,-49.8,0.8,0,94,11.6,10.94382381439209
7600,-79.0,0.7,0,141,16.2,2.166891098022461
7700,8.2,1.0,0,0,2.8,0.6583582758903503
7800,8.7,1.0,0,0,2.3,0.0
7900,8.9,1.0,0,0,2.1,0.0
8000,8.6,1.0,0,0,2.4,0.0
8100,8.7,1.0,0,0,2.3,1.881742238998413
8200,-20.9,0.9,0,47,7.3,0.17570540308952332
8300,8.6,1.0,0,0,2.4,0.0
8400,8.6,1.0,0,0,2.4,1.835866093635559
8500,8.5,1.0,0,0,2.5,0.0
8600,9.1,1.0,0,0,1.9,3.5721607208251953
8700,8.7,1.0,0,0,2.3,0.39037469029426575
8800,9.5,1.0,0,0,1.5,0.0
8900,8.8,1.0,0,0,2.2,0.0027130378875881433
9000,8.6,1.0,0,0,2.4,0.12935490906238556
9100,-20.0,0.9,0,46,6.9,0.0551266074180603
9200,-108.5,0.6,0,188,21.1,29.190553665161133
9300,8.9,1.0,0,0,2.1,0.3559526801109314
9400,8.5,1.0,0,0,2.5,2.764113664627075
9500,8.7,1.0,0,0,2.3,0.0
