Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0.0,-673.53,0.08,446.1,9.4,46.11
100.0,-485.03000000000003,0.31,318.4,18.8,35.160000000000004
200.0,-343.19999999999993,0.34,186.2,131.6,33.620000000000005
300.0,-326.49000000000007,0.43,191.4,84.6,29.419999999999998
400.0,-276.95,0.45999999999999996,150.7,107.6,27.990000000000002
500.0,-346.19999999999993,0.41,206.2,79.3,30.310000000000002
600.0,-262.87,0.45999999999999996,136.7,121.3,28.03
700.0,-118.96000000000001,0.61,33.5,144.7,20.889999999999993
800.0,-57.69999999999999,0.73,0.0,126.4,15.170000000000002
900.0,-118.75,0.66,43.4,116.7,18.57
1000.0,-87.02999999999999,0.61,0.0,182.3,20.82
1100.0,-72.41,0.6900000000000001,4.8,140.1,17.240000000000002
1200.0,-79.63000000000001,0.6399999999999999,0.0,168.1,19.43
1300.0,-72.92,0.7300000000000001,15.0,112.0,15.149999999999997
1400.0,-37.9,0.8099999999999999,0.0,88.4,11.450000000000001
1500.0,-60.14,0.72,0.0,131.1,15.620000000000001
1600.0,-55.05,0.74,0.0,121.0,14.789999999999997
1700.0,-28.279999999999994,0.85,0.0,70.3,9.51
1800.0,-33.15,0.8300000000000001,0.0,79.7,10.4
1900.0,-20.8,0.8800000000000001,0.0,55.8,8.16
2000.0,-20.54,0.8800000000000001,0.0,55.7,7.940000000000002
2100.0,-55.00999999999999,0.74,0.0,121.1,14.709999999999999
2200.0,-37.98,0.8099999999999999,0.0,88.7,11.41
2300.0,-11.209999999999999,0.9200000000000002,0.0,37.6,6.290000000000001
2400.0,-45.36999999999999,0.78,0.0,102.9,12.79
2500.0,-18.46,0.89,0.0,51.5,7.650000000000001
2600.0,-28.27,0.85,0.0,70.0,9.620000000000001
2700.0,-10.94,0.9200000000000002,0.0,37.3,6.139999999999999
2800.0,-6.15,0.9400000000000001,0.0,28.0,5.29
2900.0,-13.780000000000001,0.9100000000000001,0.0,42.1,6.95
3000.0,-10.969999999999999,0.9200000000000002,0.0,37.2,6.209999999999999
3100.0,-10.75,0.9199999999999999,0.0,37.1,6.03
3200.0,-18.2,0.89,0.0,50.9,7.629999999999998
3300.0,-16.05,0.9,0.0,46.8,7.230000000000001
3400.0,-15.929999999999998,0.9,0.0,46.8,7.110000000000001
3500.0,-18.45,0.89,0.0,51.4,7.68
3600.0,-20.639999999999997,0.8799999999999999,0.0,56.1,7.880000000000001
3700.0,-3.7,0.95,0.0,23.5,4.75
