Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0.0,-2671.8,0.09,433.8,14.1,45.63
100.0,-1913.9,0.29999999999999993,239.8,98.2,35.510000000000005
200.0,-1749.8,0.37,248.8,56.2,32.17
300.0,-1924.7,0.32,288.9,42.0,34.739999999999995
400.0,-1926.8,0.3,249.6,89.0,35.58
500.0,-1987.4,0.30000000000000004,299.2,42.2,35.56
600.0,-2190.0,0.22000000000000003,303.9,75.1,39.43
700.0,-2276.9,0.21000000000000005,357.5,28.2,39.97
800.0,-1796.9,0.33999999999999997,224.5,93.8,33.66
900.0,-1839.3,0.35,279.0,37.5,33.279999999999994
1000.0,-1721.6,0.36000000000000004,200.5,107.9,32.71000000000001
1100.0,-1469.9,0.4699999999999999,215.6,41.8,27.640000000000004
1200.0,-1633.3,0.41,226.5,60.8,30.27
1300.0,-1356.0,0.47000000000000003,122.3,130.8,27.3
1400.0,-1240.6,0.53,146.9,79.5,24.639999999999997
1500.0,-1434.4,0.44000000000000006,122.8,145.0,28.880000000000006
1600.0,-1266.1,0.5099999999999999,127.2,107.9,25.46
1700.0,-584.8,0.74,29.5,93.3,14.550000000000002
1800.0,-1106.2,0.5700000000000001,117.0,89.0,22.79
1900.0,-344.7,0.8299999999999998,10.0,70.3,10.48
2000.0,-610.4,0.73,29.5,97.9,15.160000000000002
2100.0,-599.4,0.72,0.0,130.6,15.620000000000001
2200.0,-695.0,0.6900000000000001,19.4,125.7,17.110000000000003
2300.0,-311.3,0.8400000000000001,4.9,70.3,9.8
2400.0,-434.7,0.79,5.0,93.5,12.260000000000002
2500.0,-268.7,0.86,9.8,56.0,9.03
2600.0,-452.2,0.79,19.6,79.3,12.389999999999999
2700.0,-528.1,0.76,19.5,94.0,13.820000000000002
2800.0,-303.9,0.85,19.7,51.2,9.41
2900.0,-61.4,0.9400000000000001,0.0,28.1,5.24
3000.0,-231.3,0.8699999999999999,0.0,60.8,8.379999999999999
3100.0,-108.0,0.9200000000000002,0.0,37.2,6.039999999999999
3200.0,-213.1,0.8799999999999999,4.8,51.4,8.03
3300.0,-230.1,0.8700000000000001,0.0,59.9,8.620000000000001
3400.0,-184.0,0.89,0.0,51.2,7.709999999999999
3500.0,-134.2,0.9099999999999999,0.0,41.9,6.67
3600.0,-87.2,0.93,0.0,32.6,5.91
3700.0,-186.7,0.8900000000000002,4.8,46.5,7.459999999999999
3800.0,-330.1,0.8300000000000001,0.0,79.4,10.38
3900.0,-207.8,0.8800000000000001,0.0,56.2,7.980000000000001
4000.0,-86.3,0.93,0.0,32.6,5.82
4100.0,-86.1,0.93,0.0,32.9,5.680000000000001
4200.0,14.3,0.97,0.0,13.9,3.6799999999999997
4300.0,-158.2,0.9,0.0,46.5,7.12
4400.0,-133.3,0.9100000000000001,0.0,42.0,6.539999999999999
4500.0,-180.7,0.8899999999999999,0.0,51.1,7.42
4600.0,-132.5,0.9100000000000001,0.0,41.6,6.619999999999999
4700.0,-12.6,0.9600000000000002,0.0,18.7,4.340000000000001
4800.0,-205.6,0.8799999999999999,0.0,56.0,7.840000000000001
4900.0,-111.5,0.9199999999999999,0.0,37.5,6.27
5000.0,-133.7,0.9099999999999999,0.0,42.0,6.580000000000001
5100.0,-132.6,0.9100000000000001,0.0,41.9,6.51
5200.0,-35.9,0.95,0.0,23.5,4.64
5300.0,12.3,0.97,0.0,14.0,3.8400000000000007
5400.0,-13.1,0.96,0.0,18.6,4.43
5500.0,12.7,0.97,0.0,14.1,3.7600000000000002
5600.0,-181.9,0.8899999999999999,0.0,51.0,7.58
5700.0,39.2,0.9800000000000001,0.0,9.2,3.1799999999999997
5800.0,-11.1,0.9600000000000002,0.0,18.6,4.23
5900.0,-35.4,0.95,0.0,23.3,4.67
6000.0,-36.5,0.95,0.0,23.5,4.7
6100.0,8.9,0.97,0.0,14.1,4.139999999999999
6200.0,-9.5,0.96,0.0,18.6,4.069999999999999
6300.0,-36.6,0.95,0.0,23.5,4.71
