Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-267.1,0.1,446,0,45.2
100,-258.4,0.1,392,46,45.1
200,-174.9,0.3,98,234,35.6
300,-15.9,0.9,0,47,7.0
400,-174.1,0.3,96,235,35.4
500,-169.1,0.3,48,282,35.6
600,-71.4,0.7,50,94,16.5
700,-100.8,0.6,98,94,20.8
800,-39.6,0.8,0,91,12.0
900,-90.1,0.6,0,188,21.5
1000,-15.8,0.9,0,47,6.9
1100,8.5,1.0,0,0,2.5
1200,-193.8,0.2,48,329,40.4
1300,8.8,1.0,0,0,2.2
1400,-16.4,0.9,0,47,7.5
1500,-65.4,0.7,0,141,16.7
1600,-40.0,0.8,0,94,11.2
1700,8.5,1.0,0,0,2.5
1800,-16.2,0.9,0,47,7.3
1900,8.6,1.0,0,0,2.4
2000,-15.8,0.9,0,47,6.9
2100,8.4,1.0,0,0,2.6
2200,-16.7,0.9,0,47,7.8
2300,-64.7,0.7,0,140,16.4
2400,8.7,1.0,0,0,2.3
2500,-107.4,0.6,148,47,21.2
2600,8.7,1.0,0,0,2.3
2700,8.5,1.0,0,0,2.5
2800,8.8,1.0,0,0,2.2
2900,8.5,1.0,0,0,2.5
3000,9.0,1.0,0,0,2.0
3100,-14.9,0.9,0,45,6.8
3200,-114.6,0.5,0,235,26.1
3300,7.9,1.0,0,0,3.1
3400,-15.8,0.9,0,47,6.9
3500,8.0,1.0,0,0,3.0
3600,-40.0,0.8,0,94,11.2
3700,-15.6,0.9,0,47,6.7
3800,8.5,1.0,0,0,2.5
3900,8.8,1.0,0,0,2.2
4000,8.8,1.0,0,0,2.2
4100,-15.9,0.9,0,47,7.0
4200,-40.1,0.8,0,94,11.3
4300,8.7,1.0,0,0,2.3
4400,-16.6,0.9,0,47,7.7
4500,8.4,1.0,0,0,2.6
4600,9.0,1.0,0,0,2.0
4700,-16.5,0.9,0,47,7.6
4800,8.7,1.0,0,0,2.3
4900,8.8,1.0,0,0,2.2
5000,9.2,1.0,0,0,1.8
5100,8.7,1.0,0,0,2.3
5200,-65.2,0.7,0,141,16.5
5300,-145.2,0.4,50,235,30.6
5400,-16.0,0.9,0,47,7.1
5500,-65.3,0.7,0,141,16.6
5600,8.0,1.0,0,0,3.0
5700,7.8,1.0,0,0,3.2
5800,-40.6,0.8,0,94,11.8
5900,8.3,1.0,0,0,2.7
6000,-15.7,0.9,0,47,6.8
6100,-65.2,0.7,0,141,16.5
6200,8.6,1.0,0,0,2.4
6300,8.7,1.0,0,0,2.3
6400,-16.2,0.9,0,47,7.3
6500,8.9,1.0,0,0,2.1
6600,-16.3,0.9,0,47,7.4
6700,8.9,1.0,0,0,2.1
6800,-65.4,0.7,0,141,16.7
6900,9.0,1.0,0,0,2.0
7000,8.4,1.0,0,0,2.6
7100,-16.3,0.9,0,47,7.4
7200,8.7,1.0,0,0,2.3
7300,-16.1,0.9,0,47,7.2
7400,-16.4,0.9,0,47,7.5
7500,-64.9,0.7,0,141,16.2
7600,-39.4,0.8,0,92,11.4
7700,9.2,1.0,0,0,1.8
7800,8.7,1.0,0,0,2.3
7900,8.1,1.0,0,0,2.9
8000,9.1,1.0,0,0,1.9
8100,8.3,1.0,0,0,2.7
8200,9.0,1.0,0,0,2.0
8300,8.3,1.0,0,0,2.7
8400,8.4,1.0,0,0,2.6
8500,9.4,1.0,0,0,1.6
8600,8.4,1.0,0,0,2.6
8700,8.4,1.0,0,0,2.6
8800,8.9,1.0,0,0,2.1
8900,-40.7,0.8,0,94,11.9
9000,8.4,1.0,0,0,2.6
9100,8.3,1.0,0,0,2.7
9200,8.9,1.0,0,0,2.1
9300,8.9,1.0,0,0,2.1
9400,8.8,1.0,0,0,2.2
9500,-15.8,0.9,0,47,6.9
9600,8.6,1.0,0,0,2.4
9700,8.2,1.0,0,0,2.8
9800,8.6,1.0,0,0,2.4
9900,8.7,1.0,0,0,2.3
10000,8.3,1.0,0,0,2.7
