Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-299.5,0.0,499,0,50.0
100,-295.0,0.0,490,0,50.0
200,-82.5,0.7,147,0,16.7
300,-123.7,0.5,96,138,26.0
400,-50.2,0.8,95,0,11.5
500,-114.5,0.5,0,235,26.0
600,-40.3,0.8,0,94,11.5
700,-95.1,0.6,49,140,21.2
800,-16.2,0.9,0,47,7.3
900,-89.4,0.6,0,187,21.2
1000,8.6,1.0,0,0,2.4
1100,8.8,1.0,0,0,2.2
1200,-15.3,0.9,0,46,6.8
1300,-65.3,0.7,0,141,16.6
1400,-15.8,0.9,0,47,6.9
1500,-40.5,0.8,0,94,11.7
1600,-114.7,0.5,0,235,26.2
1700,8.5,1.0,0,0,2.5
1800,-39.8,0.8,0,93,11.4
1900,-40.0,0.8,0,94,11.2
2000,-15.5,0.9,0,47,6.6
2100,8.4,1.0,0,0,2.6
2200,-40.4,0.8,0,94,11.6
2300,-16.2,0.9,0,47,7.3
2400,-16.3,0.9,0,47,7.4
2500,-41.1,0.8,0,94,12.3
2600,8.4,1.0,0,0,2.6
2700,8.8,1.0,0,0,2.2
2800,8.3,1.0,0,0,2.7
2900,-16.6,0.9,0,47,7.7
3000,-16.1,0.9,0,47,7.2
3100,7.8,1.0,0,0,3.2
3200,-15.5,0.9,0,47,6.6
3300,8.3,1.0,0,0,2.7
3400,8.5,1.0,0,0,2.5
3500,8.6,1.0,0,0,2.4
3600,8.8,1.0,0,0,2.2
3700,-64.9,0.7,0,141,16.2
3800,-16.2,0.9,0,47,7.3
3900,8.5,1.0,0,0,2.5
4000,-64.0,0.7,0,138,16.5
4100,8.1,1.0,0,0,2.9
4200,8.9,1.0,0,0,2.1
4300,-15.8,0.9,0,47,6.9
4400,-15.8,0.9,0,47,6.9
4500,8.3,1.0,0,0,2.7
4600,8.6,1.0,0,0,2.4
4700,-40.8,0.8,0,94,12.0
4800,-40.3,0.8,0,94,11.5
4900,-40.5,0.8,0,94,11.7
5000,8.7,1.0,0,0,2.3
5100,-65.2,0.7,0,141,16.5
5200,-65.3,0.7,0,141,16.6
5300,8.4,1.0,0,0,2.6
5400,8.3,1.0,0,0,2.7
5500,-16.1,0.9,0,47,7.2
5600,9.4,1.0,0,0,1.6
5700,9.3,1.0,0,0,1.7
5800,-40.5,0.8,0,94,11.7
5900,-40.7,0.8,0,94,11.9
6000,-15.8,0.9,0,47,6.9
6100,-15.3,0.9,0,47,6.4
6200,8.5,1.0,0,0,2.5
6300,-15.2,0.9,0,47,6.3
6400,-40.7,0.8,0,94,11.9
6500,7.8,1.0,0,0,3.2
6600,8.4,1.0,0,0,2.6
6700,8.5,1.0,0,0,2.5
6800,-16.6,0.9,0,47,7.7
6900,9.2,1.0,0,0,1.8
7000,8.9,1.0,0,0,2.1
7100,-15.1,0.9,0,45,7.0
7200,-16.4,0.9,0,47,7.5
7300,8.3,1.0,0,0,2.7
7400,-16.2,0.9,0,47,7.3
7500,8.3,1.0,0,0,2.7
7600,8.7,1.0,0,0,2.3
7700,-16.2,0.9,0,47,7.3
7800,8.7,1.0,0,0,2.3
7900,-90.2,0.6,0,188,21.6
8000,-113.8,0.5,0,233,26.1
8100,-40.5,0.8,0,94,11.7
8200,8.8,1.0,0,0,2.2
8300,8.3,1.0,0,0,2.7
8400,-15.5,0.9,0,47,6.6
8500,-40.0,0.8,0,94,11.2
8600,8.8,1.0,0,0,2.2
8700,8.8,1.0,0,0,2.2
8800,9.1,1.0,0,0,1.9
8900,8.3,1.0,0,0,2.7
9000,8.7,1.0,0,0,2.3
9100,9.3,1.0,0,0,1.7
9200,8.5,1.0,0,0,2.5
9300,8.5,1.0,0,0,2.5
9400,8.3,1.0,0,0,2.7
9500,-15.3,0.9,0,47,6.4
9600,8.9,1.0,0,0,2.1
9700,8.9,1.0,0,0,2.1
9800,9.0,1.0,0,0,2.0
9900,8.5,1.0,0,0,2.5
10000,8.7,1.0,0,0,2.3
