Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-438.6,0.0,390,94,50.0
100,-263.6,0.1,98,328,45.3
200,-187.2,0.4,96,187,30.4
300,-290.3,0.4,293,0,31.0
400,-113.9,0.6,48,141,20.9
500,-139.3,0.4,0,282,30.9
600,-112.9,0.5,0,231,26.0
700,-64.9,0.7,0,139,17.0
800,-66.6,0.7,0,141,17.9
900,-89.2,0.6,0,186,21.4
1000,8.8,1.0,0,0,2.2
1100,-40.7,0.8,0,94,11.9
1200,-64.8,0.7,0,139,16.9
1300,8.1,1.0,0,0,2.9
1400,-15.6,0.9,0,47,6.7
1500,8.7,1.0,0,0,2.3
1600,-64.7,0.7,0,139,16.8
1700,8.5,1.0,0,0,2.5
1800,8.5,1.0,0,0,2.5
1900,-40.9,0.8,0,94,12.1
2000,-16.0,0.9,0,47,7.1
2100,8.8,1.0,0,0,2.2
2200,9.0,1.0,0,0,2.0
2300,-65.2,0.7,0,141,16.5
2400,-16.5,0.9,0,47,7.6
2500,9.1,1.0,0,0,1.9
2600,-16.4,0.9,0,47,7.5
2700,8.3,1.0,0,0,2.7
2800,8.7,1.0,0,0,2.3
2900,-15.7,0.9,0,47,6.8
3000,8.1,1.0,0,0,2.9
3100,-15.8,0.9,0,47,6.9
3200,8.8,1.0,0,0,2.2
3300,-138.7,0.4,0,281,30.7
3400,-65.7,0.7,0,141,17.0
3500,-66.0,0.7,0,141,17.3
3600,8.9,1.0,0,0,2.1
3700,8.7,1.0,0,0,2.3
3800,-40.7,0.8,0,94,11.9
3900,-16.2,0.9,0,47,7.3
4000,-89.9,0.6,0,188,21.3
4100,-16.6,0.9,0,47,7.7
4200,-40.3,0.8,0,94,11.5
4300,-16.4,0.9,0,47,7.5
4400,8.9,1.0,0,0,2.1
4500,8.0,1.0,0,0,3.0
4600,-65.0,0.7,0,141,16.3
4700,-16.1,0.9,0,47,7.2
4800,-64.6,0.7,0,140,16.3
4900,8.1,1.0,0,0,2.9
5000,-41.2,0.8,0,94,12.4
5100,-15.9,0.9,0,47,7.0
5200,-16.2,0.9,0,47,7.3
5300,-15.7,0.9,0,47,6.8
5400,-64.9,0.7,0,141,16.2
5500,8.2,1.0,0,0,2.8
5600,-65.5,0.7,0,141,16.8
5700,-16.0,0.9,0,47,7.1
5800,-16.0,0.9,0,47,7.1
5900,8.7,1.0,0,0,2.3
6000,-15.7,0.9,0,47,6.8
6100,-15.9,0.9,0,47,7.0
6200,8.4,1.0,0,0,2.6
6300,-40.0,0.8,0,93,11.6
6400,9.3,1.0,0,0,1.7
6500,-41.0,0.8,0,94,12.2
6600,-65.3,0.7,0,141,16.6
6700,8.9,1.0,0,0,2.1
6800,8.1,1.0,0,0,2.9
6900,-15.3,0.9,0,47,6.4
7000,9.1,1.0,0,0,1.9
7100,8.4,1.0,0,0,2.6
7200,-15.7,0.9,0,47,6.8
7300,-65.9,0.7,0,141,17.2
7400,8.8,1.0,0,0,2.2
7500,8.5,1.0,0,0,2.5
7600,8.5,1.0,0,0,2.5
7700,-40.7,0.8,0,94,11.9
7800,8.0,1.0,0,0,3.0
7900,8.6,1.0,0,0,2.4
8000,-15.5,0.9,0,47,6.6
8100,-15.7,0.9,0,47,6.8
8200,9.0,1.0,0,0,2.0
8300,8.5,1.0,0,0,2.5
8400,-40.4,0.8,0,94,11.6
8500,8.3,1.0,0,0,2.7
8600,8.6,1.0,0,0,2.4
8700,-40.7,0.8,0,94,11.9
8800,8.5,1.0,0,0,2.5
8900,9.2,1.0,0,0,1.8
9000,8.6,1.0,0,0,2.4
9100,-16.0,0.9,0,47,7.1
9200,-40.7,0.8,0,94,11.9
9300,9.0,1.0,0,0,2.0
9400,8.9,1.0,0,0,2.1
9500,-41.0,0.8,0,94,12.2
9600,9.2,1.0,0,0,1.8
9700,-40.3,0.8,0,94,11.5
9800,-15.9,0.9,0,47,7.0
9900,8.5,1.0,0,0,2.5
10000,-15.7,0.9,0,47,6.8
