Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-3429.0,0.2,297,94,40.2
100,-1650.0,0.6,146,47,21.4
200,-3891.0,0.2,390,0,40.3
300,-4427.0,0.1,443,0,45.1
400,-4428.0,0.1,443,0,45.2
500,-2439.0,0.5,248,0,26.2
600,-2638.0,0.1,98,329,45.1
700,-3384.0,0.3,340,0,35.7
800,-2395.0,0.5,243,0,26.3
900,-2129.0,0.4,145,141,30.4
1000,-1909.0,0.6,196,0,21.1
1100,-4428.0,0.1,443,0,45.2
1200,-2631.0,0.3,194,141,35.4
1300,-4382.0,0.1,438,0,45.1
1400,-1890.0,0.4,98,186,30.8
1500,-4409.0,0.1,441,0,45.1
1600,-3927.0,0.2,394,0,40.3
1700,-1411.0,0.5,50,188,26.4
1800,-666.0,0.8,50,47,11.6
1900,-2140.0,0.4,146,140,31.0
2000,-2149.0,0.4,147,141,30.6
2100,-1393.0,0.6,96,94,21.9
2200,-1160.0,0.7,98,47,16.7
2300,-1174.0,0.7,100,47,16.3
2400,-3889.0,0.0,293,188,50.0
2500,-652.0,0.7,0,141,16.5
2600,-1373.0,0.7,143,0,16.3
2700,-1146.0,0.6,48,141,21.6
2800,-1388.0,0.6,96,94,21.4
2900,-902.0,0.6,0,188,21.6
3000,-165.0,0.9,0,47,7.6
3100,-655.0,0.7,0,141,16.8
3200,-1662.0,0.6,148,46,21.2
3300,-896.0,0.6,0,187,21.4
3400,-897.0,0.6,0,188,21.1
3500,-1384.0,0.4,0,280,30.8
3600,-653.0,0.7,0,141,16.6
3700,-884.0,0.6,0,184,21.4
3800,-911.0,0.7,50,93,16.6
3900,88.0,1.0,0,0,2.2
4000,-1409.0,0.5,50,188,26.2
4100,-401.0,0.8,0,94,11.3
4200,-890.0,0.6,0,185,21.6
4300,-401.0,0.8,0,94,11.3
4400,-898.0,0.6,0,187,21.6
4500,86.0,1.0,0,0,2.4
4600,-647.0,0.7,0,139,16.8
4700,-408.0,0.8,0,94,12.0
4800,87.0,1.0,0,0,2.3
4900,-401.0,0.8,0,93,11.7
5000,88.0,1.0,0,0,2.2
5100,88.0,1.0,0,0,2.2
5200,-657.0,0.7,0,141,17.0
5300,-154.0,0.9,0,46,6.9
5400,-1140.0,0.5,0,233,26.3
5500,-160.0,0.9,0,46,7.5
5600,-651.0,0.7,0,140,16.8
5700,-408.0,0.8,0,94,12.0
5800,-164.0,0.9,0,47,7.5
5900,-403.0,0.8,0,92,12.3
6000,-893.0,0.6,0,186,21.5
6100,86.0,1.0,0,0,2.4
6200,-646.0,0.7,0,139,16.7
6300,-654.0,0.7,0,140,17.1
6400,82.0,1.0,0,0,2.8
6500,81.0,1.0,0,0,2.9
6600,-159.0,0.9,0,47,7.0
6700,85.0,1.0,0,0,2.5
6800,86.0,1.0,0,0,2.4
6900,-403.0,0.8,0,93,11.9
7000,-161.0,0.9,0,47,7.2
7100,-403.0,0.8,0,93,11.9
7200,-408.0,0.8,0,94,12.0
7300,-895.0,0.6,0,187,21.3
7400,-406.0,0.8,0,93,12.2
7500,89.0,1.0,0,0,2.1
7600,84.0,1.0,0,0,2.6
7700,-155.0,0.9,0,46,7.0
7800,86.0,1.0,0,0,2.4
7900,86.0,1.0,0,0,2.4
8000,-160.0,0.9,0,47,7.1
8100,-646.0,0.7,0,139,16.7
8200,86.0,1.0,0,0,2.4
8300,-643.0,0.7,0,139,16.4
8400,-642.0,0.7,0,138,16.7
8500,-653.0,0.7,0,141,16.6
8600,-405.0,0.8,0,94,11.7
8700,-404.0,0.8,0,94,11.6
8800,-894.0,0.6,0,187,21.2
8900,87.0,1.0,0,0,2.3
9000,-402.0,0.8,0,93,11.8
9100,-162.0,0.9,0,47,7.3
9200,-886.0,0.6,0,185,21.2
9300,-401.0,0.8,0,92,12.1
9400,-155.0,0.9,0,46,7.0
9500,85.0,1.0,0,0,2.5
9600,-161.0,0.9,0,47,7.2
9700,85.0,1.0,0,0,2.5
9800,-644.0,0.7,0,138,16.9
9900,-159.0,0.9,0,47,7.0
10000,-403.0,0.8,0,93,11.9
