Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-299.0,0.0,498,0,50.0
100,-217.4,0.2,246,141,40.2
200,-268.0,0.1,448,0,45.1
300,-232.2,0.2,388,0,40.4
400,-131.6,0.5,146,94,26.5
500,-180.5,0.3,146,188,35.6
600,-202.6,0.3,340,0,35.9
700,-32.8,0.6,0,46,21.0
800,-16.1,0.9,0,47,7.2
900,-16.2,0.9,0,47,7.3
1000,7.8,1.0,0,0,3.2
1100,9.0,1.0,0,0,2.0
1200,8.7,1.0,0,0,2.3
1300,8.4,1.0,0,0,2.6
1400,-16.0,0.9,0,47,7.1
1500,-40.6,0.8,0,94,11.8
1600,-40.7,0.8,0,94,11.9
1700,8.9,1.0,0,0,2.1
1800,-16.7,0.9,0,47,7.8
1900,-16.2,0.9,0,47,7.3
2000,-41.1,0.8,0,94,12.3
2100,9.1,1.0,0,0,1.9
2200,-114.0,0.5,0,234,25.9
2300,-113.2,0.5,0,232,25.9
2400,8.7,1.0,0,0,2.3
2500,-15.8,0.9,0,47,6.9
2600,8.7,1.0,0,0,2.3
2700,-15.4,0.9,0,47,6.5
2800,8.6,1.0,0,0,2.4
2900,-16.1,0.9,0,47,7.2
3000,-90.0,0.6,0,188,21.4
3100,-64.9,0.7,0,141,16.2
3200,8.6,1.0,0,0,2.4
3300,-65.0,0.7,0,141,16.3
3400,8.9,1.0,0,0,2.1
3500,8.5,1.0,0,0,2.5
3600,9.1,1.0,0,0,1.9
3700,-16.2,0.9,0,47,7.3
3800,8.4,1.0,0,0,2.6
3900,8.7,1.0,0,0,2.3
4000,-89.6,0.6,0,188,21.0
4100,-65.3,0.7,0,141,16.6
4200,-40.3,0.8,0,94,11.5
4300,8.7,1.0,0,0,2.3
4400,8.4,1.0,0,0,2.6
4500,8.6,1.0,0,0,2.4
4600,8.0,1.0,0,0,3.0
4700,8.6,1.0,0,0,2.4
4800,-16.0,0.9,0,47,7.1
4900,-15.8,0.9,0,47,6.9
5000,-15.8,0.9,0,47,6.9
5100,-65.1,0.7,0,141,16.4
5200,8.9,1.0,0,0,2.1
5300,8.6,1.0,0,0,2.4
5400,-15.7,0.9,0,47,6.8
5500,8.8,1.0,0,0,2.2
5600,9.2,1.0,0,0,1.8
5700,-89.8,0.6,0,188,21.2
5800,8.6,1.0,0,0,2.4
5900,8.4,1.0,0,0,2.6
6000,9.0,1.0,0,0,2.0
6100,-40.2,0.8,0,94,11.4
6200,-40.6,0.8,0,94,11.8
6300,-64.9,0.7,0,141,16.2
6400,8.5,1.0,0,0,2.5
6500,-16.2,0.9,0,47,7.3
6600,8.4,1.0,0,0,2.6
6700,-114.5,0.5,0,235,26.0
6800,-65.6,0.7,0,141,16.9
6900,8.5,1.0,0,0,2.5
7000,8.7,1.0,0,0,2.3
7100,-15.6,0.9,0,47,6.7
7200,8.6,1.0,0,0,2.4
7300,8.8,1.0,0,0,2.2
7400,8.4,1.0,0,0,2.6
7500,9.0,1.0,0,0,2.0
7600,9.2,1.0,0,0,1.8
7700,8.2,1.0,0,0,2.8
7800,8.9,1.0,0,0,2.1
7900,8.9,1.0,0,0,2.1
8000,9.0,1.0,0,0,2.0
8100,8.8,1.0,0,0,2.2
8200,8.9,1.0,0,0,2.1
8300,-65.1,0.7,0,141,16.4
8400,8.7,1.0,0,0,2.3
8500,8.7,1.0,0,0,2.3
8600,-16.5,0.9,0,47,7.6
8700,8.6,1.0,0,0,2.4
8800,8.7,1.0,0,0,2.3
8900,9.0,1.0,0,0,2.0
9000,8.1,1.0,0,0,2.9
9100,8.7,1.0,0,0,2.3
9200,8.8,1.0,0,0,2.2
9300,8.5,1.0,0,0,2.5
9400,-65.2,0.7,0,141,16.5
9500,8.8,1.0,0,0,2.2
9600,8.8,1.0,0,0,2.2
9700,8.5,1.0,0,0,2.5
9800,8.7,1.0,0,0,2.3
9900,8.6,1.0,0,0,2.4
10000,8.1,1.0,0,0,2.9
