Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-2913.0,0.0,445,47,50.0
100,-2017.0,0.3,339,0,35.5
200,-1366.0,0.5,195,47,25.8
300,-2661.0,0.1,444,0,45.2
400,-1909.0,0.3,243,93,35.5
500,-406.0,0.8,0,93,12.2
600,-2655.0,0.1,443,0,45.1
700,-2020.0,0.3,339,0,35.8
800,-1251.0,0.5,97,141,25.7
900,-2042.0,0.3,344,0,35.5
1000,-1073.0,0.6,148,47,21.1
1100,-2034.0,0.3,342,0,35.7
1200,-644.0,0.7,0,139,16.5
1300,-2061.0,0.2,148,235,40.3
1400,-649.0,0.7,0,140,16.6
1500,-1317.0,0.5,147,94,26.1
1600,-650.0,0.7,0,141,16.3
1700,-406.0,0.8,0,94,11.8
1800,-1726.0,0.4,292,0,31.0
1900,-895.0,0.6,0,188,20.9
2000,-647.0,0.7,0,139,16.8
2100,-408.0,0.8,0,94,12.0
2200,-157.0,0.9,0,47,6.8
2300,91.0,1.0,0,0,1.9
2400,-648.0,0.7,0,141,16.1
2500,-457.0,0.8,48,47,11.7
2600,-1148.0,0.5,0,235,26.3
2700,-701.0,0.7,47,94,16.7
2800,-711.0,0.7,50,93,16.6
2900,-161.0,0.9,0,47,7.2
3000,-159.0,0.9,0,47,7.0
3100,90.0,1.0,0,0,2.0
3200,87.0,1.0,0,0,2.3
3300,-637.0,0.7,0,137,16.6
3400,-152.0,0.9,0,46,6.7
3500,-161.0,0.9,0,47,7.2
3600,-155.0,0.9,0,46,7.0
3700,85.0,1.0,0,0,2.5
3800,-398.0,0.8,0,93,11.4
3900,-895.0,0.6,0,187,21.3
4000,-647.0,0.7,0,139,16.8
4100,-158.0,0.9,0,47,6.9
4200,86.0,1.0,0,0,2.4
4300,-160.0,0.9,0,47,7.1
4400,87.0,1.0,0,0,2.3
4500,-160.0,0.9,0,47,7.1
4600,87.0,1.0,0,0,2.3
4700,83.0,1.0,0,0,2.7
4800,91.0,1.0,0,0,1.9
4900,81.0,1.0,0,0,2.9
5000,84.0,1.0,0,0,2.6
5100,84.0,1.0,0,0,2.6
5200,87.0,1.0,0,0,2.3
5300,93.0,1.0,0,0,1.7
5400,89.0,1.0,0,0,2.1
5500,91.0,1.0,0,0,1.9
5600,90.0,1.0,0,0,2.0
5700,-154.0,0.9,0,46,6.9
5800,-151.0,0.9,0,46,6.6
5900,-163.0,0.9,0,47,7.4
6000,-654.0,0.7,0,141,16.7
6100,86.0,1.0,0,0,2.4
6200,87.0,1.0,0,0,2.3
6300,87.0,1.0,0,0,2.3
6400,85.0,1.0,0,0,2.5
6500,87.0,1.0,0,0,2.3
6600,91.0,1.0,0,0,1.9
6700,86.0,1.0,0,0,2.4
6800,-892.0,0.6,0,186,21.4
6900,89.0,1.0,0,0,2.1
7000,-218.0,0.9,50,0,6.7
7100,89.0,1.0,0,0,2.1
7200,-157.0,0.9,0,47,6.8
7300,-157.0,0.9,0,46,7.2
7400,85.0,1.0,0,0,2.5
7500,86.0,1.0,0,0,2.4
7600,87.0,1.0,0,0,2.3
7700,-653.0,0.7,0,141,16.6
7800,88.0,1.0,0,0,2.2
7900,86.0,1.0,0,0,2.4
8000,-878.0,0.6,0,183,21.2
8100,-165.0,0.9,0,47,7.6
8200,86.0,1.0,0,0,2.4
8300,-165.0,0.9,0,47,7.6
8400,-167.0,0.9,0,47,7.8
8500,85.0,1.0,0,0,2.5
8600,-404.0,0.8,0,94,11.6
8700,89.0,1.0,0,0,2.1
8800,84.0,1.0,0,0,2.6
8900,83.0,1.0,0,0,2.7
9000,87.0,1.0,0,0,2.3
9100,-157.0,0.9,0,47,6.8
9200,81.0,1.0,0,0,2.9
9300,-159.0,0.9,0,47,7.0
9400,86.0,1.0,0,0,2.4
9500,85.0,1.0,0,0,2.5
9600,-160.0,0.9,0,47,7.1
9700,86.0,1.0,0,0,2.4
9800,91.0,1.0,0,0,1.9
9900,91.0,1.0,0,0,1.9
10000,88.0,1.0,0,0,2.2
