Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-499.1,0.0,499,0,50.0
100,-494.6,0.0,494,0,50.0
200,-237.4,0.5,241,0,26.0
300,-443.8,0.1,444,0,45.3
400,-286.4,0.4,289,0,30.7
500,-40.2,0.8,0,94,11.4
600,-15.7,0.9,0,47,6.8
700,-65.9,0.7,0,141,17.2
800,-89.8,0.8,96,0,12.2
900,-15.9,0.9,0,47,7.0
1000,-16.2,0.9,0,47,7.3
1100,-110.9,0.6,47,135,21.2
1200,-14.7,0.9,0,46,6.2
1300,-40.6,0.8,0,94,11.8
1400,-114.7,0.5,0,235,26.2
1500,8.8,1.0,0,0,2.2
1600,-15.2,0.9,0,45,7.1
1700,-15.3,0.9,0,44,7.6
1800,-40.3,0.8,0,94,11.5
1900,-40.6,0.8,0,94,11.8
2000,8.7,1.0,0,0,2.3
2100,8.4,1.0,0,0,2.6
2200,8.8,1.0,0,0,2.2
2300,8.6,1.0,0,0,2.4
2400,8.8,1.0,0,0,2.2
2500,9.0,1.0,0,0,2.0
2600,-15.4,0.9,0,47,6.5
2700,-15.8,0.9,0,47,6.9
2800,-16.0,0.9,0,47,7.1
2900,8.5,1.0,0,0,2.5
3000,8.5,1.0,0,0,2.5
3100,9.1,1.0,0,0,1.9
3200,-16.2,0.9,0,47,7.3
3300,9.2,1.0,0,0,1.8
3400,-16.0,0.9,0,47,7.1
3500,-15.8,0.9,0,47,6.9
3600,-15.8,0.9,0,47,6.9
3700,8.8,1.0,0,0,2.2
3800,8.9,1.0,0,0,2.1
3900,-41.1,0.8,0,94,12.3
4000,8.2,1.0,0,0,2.8
4100,-16.6,0.9,0,47,7.7
4200,-16.2,0.9,0,47,7.3
4300,-16.4,0.9,0,47,7.5
4400,-15.7,0.9,0,47,6.8
4500,-15.7,0.9,0,47,6.8
4600,-15.7,0.9,0,47,6.8
4700,8.5,1.0,0,0,2.5
4800,8.4,1.0,0,0,2.6
4900,-65.0,0.7,0,141,16.3
5000,8.5,1.0,0,0,2.5
5100,-40.9,0.8,0,94,12.1
5200,8.8,1.0,0,0,2.2
5300,8.9,1.0,0,0,2.1
5400,9.2,1.0,0,0,1.8
5500,8.4,1.0,0,0,2.6
5600,-16.1,0.9,0,47,7.2
5700,-40.5,0.8,0,94,11.7
5800,-65.8,0.7,0,140,17.5
5900,-65.3,0.7,0,141,16.6
6000,8.9,1.0,0,0,2.1
6100,8.8,1.0,0,0,2.2
6200,-40.6,0.8,0,94,11.8
6300,-89.9,0.6,0,188,21.3
6400,9.2,1.0,0,0,1.8
6500,8.6,1.0,0,0,2.4
6600,8.9,1.0,0,0,2.1
6700,-15.3,0.9,0,47,6.4
6800,8.9,1.0,0,0,2.1
6900,8.0,1.0,0,0,3.0
7000,-40.1,0.8,0,94,11.3
7100,8.7,1.0,0,0,2.3
7200,-40.8,0.8,0,94,12.0
7300,8.2,1.0,0,0,2.8
7400,-15.4,0.9,0,47,6.5
7500,9.2,1.0,0,0,1.8
7600,9.8,1.0,0,0,1.2
7700,-65.7,0.7,0,141,17.0
7800,9.1,1.0,0,0,1.9
7900,-15.6,0.9,0,47,6.7
8000,8.9,1.0,0,0,2.1
8100,8.8,1.0,0,0,2.2
8200,9.5,1.0,0,0,1.5
8300,-15.0,0.9,0,45,6.9
8400,8.7,1.0,0,0,2.3
8500,7.9,1.0,0,0,3.1
8600,9.2,1.0,0,0,1.8
8700,-15.9,0.9,0,47,7.0
8800,8.6,1.0,0,0,2.4
8900,8.8,1.0,0,0,2.2
9000,9.1,1.0,0,0,1.9
9100,8.6,1.0,0,0,2.4
9200,8.7,1.0,0,0,2.3
9300,-64.9,0.7,0,141,16.2
9400,8.6,1.0,0,0,2.4
9500,7.8,1.0,0,0,3.2
9600,8.4,1.0,0,0,2.6
9700,9.0,1.0,0,0,2.0
9800,8.4,1.0,0,0,2.6
9900,8.8,1.0,0,0,2.2
10000,9.0,1.0,0,0,2.0
