Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-222.0,0.2,346,47,40.2
100,-5.0,0.0,495,0,50.0
200,33.0,0.4,296,0,30.7
300,2.0,0.1,442,0,45.1
400,8.0,0.2,390,0,40.4
500,-8.0,0.0,492,0,50.0
600,21.0,0.3,342,0,35.4
700,3.0,0.1,444,0,45.2
800,-718.0,0.1,288,141,45.3
900,49.0,0.6,192,0,20.9
1000,-458.0,0.2,299,94,40.3
1100,61.0,0.7,147,0,16.3
1200,17.0,0.2,398,0,40.3
1300,-6.0,0.0,494,0,50.0
1400,-5.0,0.0,495,0,50.0
1500,-5.0,0.0,495,0,50.0
1600,19.0,0.2,399,0,40.2
1700,11.0,0.2,391,0,40.2
1800,50.0,0.6,194,0,21.0
1900,0.0,0.1,440,0,45.1
2000,12.0,0.2,394,0,40.4
2100,14.0,0.2,394,0,40.2
2200,-9.0,0.0,491,0,50.0
2300,-2.0,0.1,439,0,45.2
2400,-184.0,0.6,149,47,21.1
2500,11.0,0.2,393,0,40.4
2600,34.0,0.4,296,0,30.6
2700,24.0,0.3,345,0,35.4
2800,-214.0,0.3,296,47,35.5
2900,60.0,0.7,147,0,16.4
3000,64.0,0.8,98,0,12.2
3100,77.0,0.9,49,0,7.1
3200,71.0,0.9,48,0,7.6
3300,55.0,0.7,148,0,17.0
3400,-212.0,0.4,244,47,31.2
3500,-200.0,0.5,196,47,26.3
3600,62.0,0.7,147,0,16.2
3700,42.0,0.5,247,0,26.0
3800,33.0,0.4,296,0,30.7
3900,25.0,0.4,293,0,31.2
4000,31.0,0.4,295,0,30.8
4100,55.0,0.6,197,0,20.8
4200,-214.0,0.3,295,47,35.4
4300,29.0,0.4,291,0,30.6
4400,67.0,0.8,98,0,11.9
4500,6.0,0.2,389,0,40.5
4600,66.0,0.8,98,0,12.0
4700,55.0,0.7,147,0,16.9
4800,48.0,0.6,199,0,21.7
4900,38.0,0.5,244,0,26.1
5000,42.0,0.5,246,0,25.9
5100,13.0,0.2,397,0,40.6
5200,34.0,0.4,298,0,30.8
5300,50.0,0.6,200,0,21.6
5400,36.0,0.5,245,0,26.4
5500,21.0,0.3,346,0,35.8
5600,33.0,0.4,299,0,31.0
5700,13.0,0.2,396,0,40.5
5800,33.0,0.4,294,0,30.5
5900,51.0,0.6,197,0,21.2
6000,28.0,0.3,350,0,35.5
6100,34.0,0.4,299,0,30.9
6200,29.0,0.4,296,0,31.1
6300,51.0,0.6,198,0,21.3
6400,54.0,0.7,148,0,17.1
6500,47.0,0.6,196,0,21.5
6600,42.0,0.5,249,0,26.2
6700,47.0,0.5,250,0,25.8
6800,21.0,0.3,345,0,35.7
6900,12.0,0.2,393,0,40.3
7000,53.0,0.6,198,0,21.1
7100,53.0,0.6,196,0,20.9
7200,59.0,0.7,148,0,16.6
7300,38.0,0.5,248,0,26.5
7400,52.0,0.6,200,0,21.4
7500,55.0,0.6,199,0,21.0
7600,45.0,0.5,250,0,26.0
7700,-1190.0,0.0,250,235,50.0
7800,29.0,0.4,298,0,31.3
7900,24.0,0.3,349,0,35.8
8000,23.0,0.3,347,0,35.7
8100,46.0,0.5,248,0,25.7
8200,60.0,0.7,149,0,16.6
8300,18.0,0.2,398,0,40.2
8400,42.0,0.5,248,0,26.1
8500,35.0,0.4,299,0,30.8
8600,-229.0,0.1,400,47,45.2
8700,57.0,0.7,149,0,16.9
8800,36.0,0.4,300,0,30.8
8900,64.0,0.7,150,0,16.3
9000,51.0,0.6,200,0,21.5
9100,9.0,0.1,450,0,45.2
9200,26.0,0.3,347,0,35.4
9300,38.0,0.4,300,0,30.6
9400,18.0,0.2,399,0,40.3
9500,35.0,0.4,299,0,30.8
9600,35.0,0.4,299,0,30.8
9700,-201.0,0.4,250,47,30.7
9800,24.0,0.3,350,0,35.9
9900,-5.0,0.0,495,0,50.0
10000,17.0,0.2,399,0,40.4
