Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-667.0,0.1,445,0,45.1
100,-91.9,0.8,50,47,11.9
200,-408.3,0.1,193,235,45.2
300,-515.5,0.3,345,0,35.8
400,-158.9,0.7,94,46,16.6
500,-665.7,0.1,444,0,45.2
600,-559.0,0.1,341,94,45.1
700,-65.0,0.7,0,141,16.3
800,-65.0,0.7,0,140,16.7
900,-15.9,0.9,0,47,7.0
1000,-139.1,0.4,0,282,30.7
1100,-113.9,0.5,0,233,26.2
1200,-16.4,0.9,0,47,7.5
1300,-89.5,0.6,0,188,20.9
1400,-15.8,0.9,0,47,6.9
1500,-16.0,0.9,0,47,7.1
1600,-15.9,0.9,0,47,7.0
1700,-40.6,0.8,0,94,11.8
1800,8.8,1.0,0,0,2.2
1900,-15.8,0.9,0,47,6.9
2000,8.5,1.0,0,0,2.5
2100,-64.2,0.7,0,139,16.3
2200,-40.5,0.8,0,94,11.7
2300,8.6,1.0,0,0,2.4
2400,-15.2,0.9,0,46,6.7
2500,8.4,1.0,0,0,2.6
2600,8.5,1.0,0,0,2.5
2700,-40.8,0.8,0,94,12.0
2800,8.8,1.0,0,0,2.2
2900,-15.9,0.9,0,46,7.4
3000,-89.3,0.6,0,186,21.5
3100,-15.7,0.9,0,47,6.8
3200,8.4,1.0,0,0,2.6
3300,-15.8,0.9,0,47,6.9
3400,-40.6,0.8,0,94,11.8
3500,-40.6,0.8,0,94,11.8
3600,8.8,1.0,0,0,2.2
3700,8.8,1.0,0,0,2.2
3800,8.2,1.0,0,0,2.8
3900,-15.3,0.9,0,46,6.8
4000,-15.2,0.9,0,47,6.3
4100,8.2,1.0,0,0,2.8
4200,8.4,1.0,0,0,2.6
4300,8.6,1.0,0,0,2.4
4400,-15.6,0.9,0,47,6.7
4500,8.7,1.0,0,0,2.3
4600,8.4,1.0,0,0,2.6
4700,9.0,1.0,0,0,2.0
4800,7.8,1.0,0,0,3.2
4900,8.1,1.0,0,0,2.9
5000,7.7,1.0,0,0,3.3
5100,-15.5,0.9,0,47,6.6
5200,-15.2,0.9,0,47,6.3
5300,8.5,1.0,0,0,2.5
5400,-15.8,0.9,0,47,6.9
5500,-15.9,0.9,0,47,7.0
5600,-40.6,0.8,0,94,11.8
5700,-65.0,0.7,0,141,16.3
5800,8.9,1.0,0,0,2.1
5900,8.5,1.0,0,0,2.5
6000,-40.7,0.8,0,94,11.9
6100,-16.4,0.9,0,47,7.5
6200,-16.0,0.9,0,47,7.1
6300,7.7,1.0,0,0,3.3
6400,-64.9,0.7,0,141,16.2
6500,-65.1,0.7,0,141,16.4
6600,8.8,1.0,0,0,2.2
6700,-16.1,0.9,0,47,7.2
6800,-65.5,0.7,0,141,16.8
6900,9.0,1.0,0,0,2.0
7000,-40.5,0.8,0,94,11.7
7100,9.0,1.0,0,0,2.0
7200,8.8,1.0,0,0,2.2
7300,8.9,1.0,0,0,2.1
7400,8.4,1.0,0,0,2.6
7500,-15.9,0.9,0,47,7.0
7600,-40.7,0.8,0,94,11.9
7700,-15.7,0.9,0,47,6.8
7800,-15.9,0.9,0,47,7.0
7900,-40.1,0.8,0,94,11.3
8000,-139.3,0.4,0,282,30.9
8100,-16.0,0.9,0,47,7.1
8200,8.5,1.0,0,0,2.5
8300,-40.7,0.8,0,94,11.9
8400,-114.8,0.5,0,235,26.3
8500,8.3,1.0,0,0,2.7
8600,8.7,1.0,0,0,2.3
8700,-15.9,0.9,0,47,7.0
8800,-15.8,0.9,0,47,6.9
8900,-15.7,0.9,0,47,6.8
9000,-16.2,0.9,0,47,7.3
9100,-65.2,0.7,0,141,16.5
9200,9.4,1.0,0,0,1.6
9300,-65.3,0.7,0,141,16.6
9400,8.4,1.0,0,0,2.6
9500,-41.0,0.8,0,94,12.2
9600,8.6,1.0,0,0,2.4
9700,8.3,1.0,0,0,2.7
9800,8.5,1.0,0,0,2.5
9900,-16.1,0.9,0,47,7.2
10000,9.1,1.0,0,0,1.9
