Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-7388.0,0.0,492,0,50.0
100,-7416.0,0.0,494,0,50.0
200,-5898.0,0.2,394,0,40.4
300,-5093.0,0.1,292,141,45.2
400,-5913.0,0.2,395,0,40.5
500,-4651.0,0.1,247,188,45.2
600,-2841.0,0.6,192,0,21.9
700,-2870.0,0.4,146,141,30.6
800,-3152.0,0.1,100,328,45.1
900,-6629.0,0.1,442,0,45.2
1000,-5165.0,0.3,346,0,35.4
1100,-6656.0,0.1,444,0,45.1
1200,-6615.0,0.1,441,0,45.2
1300,-2902.0,0.6,197,0,21.0
1400,-3891.0,0.2,197,188,40.3
1500,-5660.0,0.1,346,94,45.1
1600,-3578.0,0.5,241,0,25.9
1700,-6575.0,0.1,438,0,45.4
1800,-5898.0,0.2,394,0,40.4
1900,-3623.0,0.5,244,0,26.2
2000,-1391.0,0.4,0,282,30.7
2100,-5359.0,0.2,342,47,40.5
2200,-4336.0,0.4,291,0,30.6
2300,-1633.0,0.3,0,328,35.4
2400,-2631.0,0.1,49,376,45.2
2500,-1136.0,0.5,0,233,25.9
2600,-898.0,0.6,0,188,21.2
2700,-3134.0,0.5,196,47,25.7
2800,-4914.0,0.2,297,94,40.2
2900,-2162.0,0.5,100,139,26.1
3000,-1389.0,0.6,48,141,21.9
3100,86.0,1.0,0,0,2.4
3200,-161.0,0.9,0,47,7.2
3300,-652.0,0.7,0,141,16.5
3400,-1147.0,0.5,0,235,26.2
3500,-1872.0,0.6,97,92,21.2
3600,80.0,1.0,0,0,3.0
3700,-894.0,0.6,0,187,21.2
3800,-160.0,0.9,0,47,7.1
3900,85.0,1.0,0,0,2.5
4000,-156.0,0.9,0,46,7.1
4100,-402.0,0.8,0,93,11.8
4200,-162.0,0.9,0,47,7.3
4300,89.0,1.0,0,0,2.1
4400,86.0,1.0,0,0,2.4
4500,-640.0,0.7,0,139,16.1
4600,-403.0,0.8,0,93,11.9
4700,-402.0,0.8,0,92,12.2
4800,-403.0,0.8,0,93,11.9
4900,-405.0,0.8,0,94,11.7
5000,-406.0,0.8,0,93,12.2
5100,-157.0,0.9,0,46,7.2
5200,-410.0,0.8,0,94,12.2
5300,-407.0,0.8,0,94,11.9
5400,91.0,1.0,0,0,1.9
5500,-159.0,0.9,0,47,7.0
5600,-163.0,0.9,0,47,7.4
5700,-646.0,0.7,0,139,16.7
5800,-160.0,0.9,0,47,7.1
5900,-896.0,0.6,0,187,21.4
6000,-650.0,0.7,0,141,16.3
6100,-650.0,0.7,0,140,16.7
6200,-896.0,0.6,0,187,21.4
6300,-642.0,0.7,0,139,16.3
6400,92.0,1.0,0,0,1.8
6500,-894.0,0.6,0,187,21.2
6600,-408.0,0.8,0,93,12.4
6700,-403.0,0.8,0,93,11.9
6800,-408.0,0.8,0,94,12.0
6900,85.0,1.0,0,0,2.5
7000,-156.0,0.9,0,46,7.1
7100,86.0,1.0,0,0,2.4
7200,82.0,1.0,0,0,2.8
7300,83.0,1.0,0,0,2.7
7400,-157.0,0.9,0,47,6.8
7500,87.0,1.0,0,0,2.3
7600,-156.0,0.9,0,47,6.7
7700,87.0,1.0,0,0,2.3
7800,87.0,1.0,0,0,2.3
7900,88.0,1.0,0,0,2.2
8000,77.0,1.0,0,0,3.3
8100,85.0,1.0,0,0,2.5
8200,-159.0,0.9,0,47,7.0
8300,83.0,1.0,0,0,2.7
8400,92.0,1.0,0,0,1.8
8500,88.0,1.0,0,0,2.2
8600,-406.0,0.8,0,94,11.8
8700,-651.0,0.7,0,140,16.8
8800,-159.0,0.9,0,47,7.0
8900,-154.0,0.9,0,46,6.9
9000,-155.0,0.9,0,47,6.6
9100,-640.0,0.7,0,138,16.5
9200,86.0,1.0,0,0,2.4
9300,86.0,1.0,0,0,2.4
9400,88.0,1.0,0,0,2.2
9500,87.0,1.0,0,0,2.3
9600,90.0,1.0,0,0,2.0
9700,-155.0,0.9,0,46,7.0
9800,87.0,1.0,0,0,2.3
9900,-646.0,0.7,0,139,16.7
10000,82.0,1.0,0,0,2.8
