Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-4946.0,0.0,494,0,50.0
100,-3093.0,0.1,193,229,45.1
200,-2879.0,0.4,290,0,31.3
300,-4428.0,0.1,443,0,45.2
400,-3412.0,0.2,295,94,40.3
500,-3147.0,0.3,293,47,35.5
600,-3389.0,0.3,341,0,35.3
700,-4955.0,0.0,495,0,50.0
800,-2417.0,0.5,246,0,25.8
900,-2426.0,0.5,247,0,25.8
1000,-650.0,0.7,0,141,16.3
1100,-1893.0,0.5,146,94,25.8
1200,-656.0,0.7,0,141,16.9
1300,-406.0,0.8,0,94,11.8
1400,-896.0,0.7,48,94,16.5
1500,-1916.0,0.4,100,188,30.8
1600,-2403.0,0.5,244,0,26.2
1700,-161.0,0.9,0,47,7.2
1800,-900.0,0.6,0,188,21.4
1900,90.0,1.0,0,0,2.0
2000,-650.0,0.7,0,140,16.7
2100,-1392.0,0.4,0,282,30.8
2200,-2154.0,0.5,196,47,25.7
2300,-1138.0,0.5,0,234,25.7
2400,79.0,1.0,0,0,3.1
2500,-651.0,0.7,0,141,16.4
2600,-647.0,0.7,0,139,16.8
2700,83.0,1.0,0,0,2.7
2800,87.0,1.0,0,0,2.3
2900,85.0,1.0,0,0,2.5
3000,85.0,1.0,0,0,2.5
3100,86.0,1.0,0,0,2.4
3200,92.0,1.0,0,0,1.8
3300,-401.0,0.8,0,93,11.7
3400,-158.0,0.9,0,46,7.3
3500,-409.0,0.8,0,94,12.1
3600,84.0,1.0,0,0,2.6
3700,81.0,1.0,0,0,2.9
3800,-412.0,0.8,0,94,12.4
3900,-400.0,0.8,0,93,11.6
4000,-405.0,0.8,0,93,12.1
4100,-159.0,0.9,0,47,7.0
4200,-400.0,0.8,0,92,12.0
4300,-399.0,0.8,0,92,11.9
4400,-166.0,0.9,0,47,7.7
4500,92.0,1.0,0,0,1.8
4600,-409.0,0.8,0,94,12.1
4700,-403.0,0.8,0,93,11.9
4800,-157.0,0.9,0,47,6.8
4900,86.0,1.0,0,0,2.4
5000,85.0,1.0,0,0,2.5
5100,88.0,1.0,0,0,2.2
5200,-410.0,0.8,0,94,12.2
5300,93.0,1.0,0,0,1.7
5400,-158.0,0.9,0,47,6.9
5500,91.0,1.0,0,0,1.9
5600,85.0,1.0,0,0,2.5
5700,-154.0,0.9,0,46,6.9
5800,89.0,1.0,0,0,2.1
5900,90.0,1.0,0,0,2.0
6000,84.0,1.0,0,0,2.6
6100,86.0,1.0,0,0,2.4
6200,91.0,1.0,0,0,1.9
6300,86.0,1.0,0,0,2.4
6400,85.0,1.0,0,0,2.5
6500,88.0,1.0,0,0,2.2
6600,86.0,1.0,0,0,2.4
6700,81.0,1.0,0,0,2.9
6800,89.0,1.0,0,0,2.1
6900,86.0,1.0,0,0,2.4
7000,83.0,1.0,0,0,2.7
7100,91.0,1.0,0,0,1.9
7200,-151.0,0.9,0,46,6.6
7300,-160.0,0.9,0,47,7.1
7400,90.0,1.0,0,0,2.0
7500,85.0,1.0,0,0,2.5
7600,-649.0,0.7,0,141,16.2
7700,86.0,1.0,0,0,2.4
7800,88.0,1.0,0,0,2.2
7900,87.0,1.0,0,0,2.3
8000,83.0,1.0,0,0,2.7
8100,82.0,1.0,0,0,2.8
8200,86.0,1.0,0,0,2.4
8300,-153.0,0.9,0,47,6.4
8400,81.0,1.0,0,0,2.9
8500,91.0,1.0,0,0,1.9
8600,82.0,1.0,0,0,2.8
8700,85.0,1.0,0,0,2.5
8800,85.0,1.0,0,0,2.5
8900,84.0,1.0,0,0,2.6
9000,90.0,1.0,0,0,2.0
9100,90.0,1.0,0,0,2.0
9200,81.0,1.0,0,0,2.9
9300,88.0,1.0,0,0,2.2
9400,89.0,1.0,0,0,2.1
9500,-160.0,0.9,0,47,7.1
9600,-404.0,0.8,0,94,11.6
9700,88.0,1.0,0,0,2.2
9800,88.0,1.0,0,0,2.2
9900,88.0,1.0,0,0,2.2
10000,-160.0,0.9,0,47,7.1
