Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-0.4,0.0,496,0,50.0
100,0.0,0.0,500,0,50.0
200,1.7,0.2,398,0,40.3
300,1.8,0.2,400,0,40.4
400,3.4,0.4,300,0,31.0
500,0.5,0.1,445,0,45.1
600,1.0,0.2,391,0,40.3
700,2.5,0.3,347,0,35.5
800,0.3,0.1,443,0,45.1
900,0.3,0.1,443,0,45.1
1000,2.7,0.3,349,0,35.5
1100,4.8,0.6,198,0,21.6
1200,4.1,0.5,245,0,25.9
1300,1.7,0.2,397,0,40.2
1400,4.2,0.5,245,0,25.8
1500,4.8,0.5,249,0,25.6
1600,-0.8,0.0,492,0,50.0
1700,3.6,0.4,296,0,30.4
1800,-0.3,0.0,497,0,50.0
1900,2.3,0.3,344,0,35.4
2000,2.5,0.3,345,0,35.3
2100,1.0,0.2,390,0,40.2
2200,-0.7,0.0,493,0,50.0
2300,0.7,0.1,447,0,45.1
2400,2.7,0.3,348,0,35.4
2500,-0.6,0.0,494,0,50.0
2600,-0.2,0.0,498,0,50.0
2700,-0.2,0.0,498,0,50.0
2800,1.3,0.2,394,0,40.3
2900,-0.1,0.1,440,0,45.2
3000,-0.4,0.0,496,0,50.0
3100,-0.5,0.0,495,0,50.0
3200,-0.4,0.0,496,0,50.0
3300,2.0,0.2,400,0,40.2
3400,0.8,0.1,449,0,45.2
3500,1.7,0.2,398,0,40.3
3600,2.2,0.3,345,0,35.6
3700,1.3,0.2,394,0,40.3
3800,1.6,0.3,338,0,35.5
3900,-0.8,0.0,492,0,50.0
4000,0.2,0.1,442,0,45.1
4100,0.9,0.2,391,0,40.4
4200,0.2,0.1,442,0,45.1
4300,-0.5,0.0,495,0,50.0
4400,1.3,0.2,393,0,40.2
4500,-0.2,0.0,498,0,50.0
4600,0.4,0.1,444,0,45.1
4700,-0.8,0.0,492,0,50.0
4800,-1.1,0.0,489,0,50.0
4900,-0.5,0.0,495,0,50.0
5000,-0.4,0.0,496,0,50.0
5100,1.7,0.2,399,0,40.4
5200,-0.9,0.0,491,0,50.0
5300,-0.7,0.0,493,0,50.0
5400,3.2,0.4,294,0,30.6
5500,1.2,0.2,393,0,40.3
5600,1.7,0.2,397,0,40.2
5700,0.3,0.1,444,0,45.2
5800,0.1,0.1,442,0,45.2
5900,1.6,0.2,397,0,40.3
6000,0.3,0.1,444,0,45.2
6100,-0.1,0.1,439,0,45.1
6200,-0.5,0.0,495,0,50.0
6300,3.2,0.4,295,0,30.7
6400,1.3,0.2,395,0,40.4
6500,-0.5,0.0,495,0,50.0
6600,1.3,0.2,395,0,40.4
6700,4.2,0.5,243,0,25.6
6800,0.6,0.2,386,0,40.2
6900,0.1,0.1,441,0,45.1
7000,-1.0,0.0,490,0,50.0
7100,0.8,0.2,390,0,40.4
7200,0.1,0.1,442,0,45.2
7300,0.2,0.1,442,0,45.1
7400,1.5,0.2,395,0,40.2
7500,0.6,0.1,446,0,45.1
7600,-0.4,0.0,496,0,50.0
7700,-0.4,0.0,496,0,50.0
7800,-0.6,0.0,494,0,50.0
7900,-0.7,0.0,493,0,50.0
8000,-0.9,0.0,491,0,50.0
8100,-0.5,0.0,495,0,50.0
8200,-0.6,0.0,494,0,50.0
8300,-24.8,0.0,440,47,50.0
8400,-0.5,0.0,495,0,50.0
8500,-0.3,0.0,497,0,50.0
8600,-0.3,0.0,497,0,50.0
8700,-0.1,0.0,499,0,50.0
8800,-0.2,0.0,498,0,50.0
8900,-0.3,0.0,497,0,50.0
9000,-0.1,0.1,440,0,45.2
9100,1.0,0.2,392,0,40.4
9200,-0.7,0.0,493,0,50.0
9300,-0.6,0.0,494,0,50.0
9400,0.3,0.1,444,0,45.2
9500,1.4,0.2,395,0,40.3
9600,-0.2,0.1,439,0,45.2
9700,0.2,0.1,442,0,45.1
9800,1.4,0.2,396,0,40.4
9900,1.1,0.2,393,0,40.4
10000,2.4,0.3,346,0,35.5
