Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-741.6,0.0,494,0,50.0
100,-660.0,0.1,440,0,45.1
200,-138.1,0.6,48,141,21.1
300,-141.4,0.6,50,141,21.6
400,-139.4,0.6,49,141,21.0
500,-440.9,0.4,296,0,30.9
600,-657.2,0.1,438,0,45.1
700,-187.0,0.6,96,94,21.6
800,8.8,1.0,0,0,2.2
900,-64.9,0.7,0,140,16.6
1000,-89.5,0.6,0,187,21.3
1100,-40.3,0.8,0,93,11.9
1200,-40.1,0.8,0,94,11.3
1300,-116.8,0.7,50,94,16.9
1400,-89.7,0.6,0,187,21.5
1500,-15.9,0.9,0,46,7.4
1600,-88.9,0.6,0,186,21.1
1700,8.9,1.0,0,0,2.1
1800,-40.2,0.8,0,93,11.8
1900,7.8,1.0,0,0,3.2
2000,-64.0,0.7,0,139,16.1
2100,-16.3,0.9,0,47,7.4
2200,-65.0,0.7,0,141,16.3
2300,-65.5,0.7,0,141,16.8
2400,-65.6,0.7,0,141,16.9
2500,8.4,1.0,0,0,2.6
2600,8.5,1.0,0,0,2.5
2700,-15.1,0.9,0,46,6.6
2800,-15.8,0.9,0,47,6.9
2900,-41.3,0.8,0,94,12.5
3000,8.8,1.0,0,0,2.2
3100,-15.5,0.9,0,47,6.6
3200,-38.1,0.8,0,88,11.7
3300,8.1,1.0,0,0,2.9
3400,8.8,1.0,0,0,2.2
3500,9.1,1.0,0,0,1.9
3600,-15.7,0.9,0,47,6.8
3700,8.3,1.0,0,0,2.7
3800,8.8,1.0,0,0,2.2
3900,8.1,1.0,0,0,2.9
4000,-16.0,0.9,0,47,7.1
4100,-16.0,0.9,0,47,7.1
4200,8.4,1.0,0,0,2.6
4300,9.7,1.0,0,0,1.3
4400,-15.6,0.9,0,47,6.7
4500,8.6,1.0,0,0,2.4
4600,-40.9,0.8,0,94,12.1
4700,7.8,1.0,0,0,3.2
4800,7.8,1.0,0,0,3.2
4900,-15.8,0.9,0,47,6.9
5000,-16.5,0.9,0,47,7.6
5100,-89.8,0.6,0,188,21.2
5200,-17.1,0.9,0,47,8.2
5300,6.7,1.0,0,0,4.3
5400,-63.9,0.7,0,136,17.2
5500,8.7,1.0,0,0,2.3
5600,8.8,1.0,0,0,2.2
5700,-65.9,0.7,0,141,17.2
5800,-15.8,0.9,0,47,6.9
5900,8.8,1.0,0,0,2.2
6000,7.8,1.0,0,0,3.2
6100,8.6,1.0,0,0,2.4
6200,-40.0,0.8,0,94,11.2
6300,8.9,1.0,0,0,2.1
6400,8.8,1.0,0,0,2.2
6500,8.4,1.0,0,0,2.6
6600,8.7,1.0,0,0,2.3
6700,9.1,1.0,0,0,1.9
6800,9.1,1.0,0,0,1.9
6900,8.6,1.0,0,0,2.4
7000,9.2,1.0,0,0,1.8
7100,-115.0,0.5,0,235,26.5
7200,-16.6,0.9,0,47,7.7
7300,-16.1,0.9,0,47,7.2
7400,-40.6,0.8,0,94,11.8
7500,8.2,1.0,0,0,2.8
7600,8.7,1.0,0,0,2.3
7700,-15.7,0.9,0,47,6.8
7800,-16.4,0.9,0,47,7.5
7900,8.7,1.0,0,0,2.3
8000,8.5,1.0,0,0,2.5
8100,8.8,1.0,0,0,2.2
8200,8.4,1.0,0,0,2.6
8300,-65.2,0.7,0,141,16.5
8400,-139.2,0.4,0,282,30.8
8500,8.7,1.0,0,0,2.3
8600,8.7,1.0,0,0,2.3
8700,8.8,1.0,0,0,2.2
8800,8.5,1.0,0,0,2.5
8900,9.0,1.0,0,0,2.0
9000,-65.6,0.7,0,141,16.9
9100,-15.9,0.9,0,47,7.0
9200,8.5,1.0,0,0,2.5
9300,8.4,1.0,0,0,2.6
9400,8.7,1.0,0,0,2.3
9500,8.6,1.0,0,0,2.4
9600,9.3,1.0,0,0,1.7
9700,8.8,1.0,0,0,2.2
9800,8.1,1.0,0,0,2.9
9900,9.0,1.0,0,0,2.0
10000,9.1,1.0,0,0,1.9
