Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-4973.0,0.0,497,0,50.0
100,-4928.0,0.0,492,0,50.0
200,-2380.0,0.0,0,470,50.0
300,-2880.0,0.2,194,188,40.4
400,-3658.0,0.2,343,47,40.5
500,-4436.0,0.1,444,0,45.1
600,-1926.0,0.6,198,0,21.0
700,-2657.0,0.2,148,235,40.7
800,-3928.0,0.2,394,0,40.4
900,-2393.0,0.5,243,0,26.1
1000,-1402.0,0.6,99,91,21.3
1100,-2145.0,0.3,98,235,35.6
1200,-647.0,0.7,0,140,16.4
1300,-412.0,0.8,0,94,12.4
1400,-1639.0,0.6,145,47,21.2
1500,-2149.0,0.4,147,140,31.0
1600,-157.0,0.9,0,47,6.8
1700,-396.0,0.8,0,92,11.6
1800,-1634.0,0.4,48,235,30.6
1900,-3918.0,0.2,393,0,40.3
2000,-897.0,0.6,0,188,21.1
2100,-654.0,0.7,0,141,16.7
2200,-662.0,0.8,50,46,11.6
2300,-647.0,0.7,0,140,16.4
2400,-904.0,0.6,0,188,21.8
2500,-150.0,0.9,0,44,7.3
2600,-399.0,0.8,0,92,11.9
2700,-645.0,0.7,0,139,16.6
2800,88.0,1.0,0,0,2.2
2900,-418.0,0.9,50,0,6.7
3000,-643.0,0.7,0,139,16.4
3100,-408.0,0.8,0,94,12.0
3200,-651.0,0.7,0,141,16.4
3300,-153.0,0.9,0,46,6.8
3400,-404.0,0.8,0,93,12.0
3500,-398.0,0.8,0,92,11.8
3600,-653.0,0.7,0,140,17.0
3700,-399.0,0.8,0,92,11.9
3800,90.0,1.0,0,0,2.0
3900,-158.0,0.9,0,46,7.3
4000,-162.0,0.9,0,47,7.3
4100,84.0,1.0,0,0,2.6
4200,85.0,1.0,0,0,2.5
4300,-400.0,0.8,0,93,11.6
4400,-154.0,0.9,0,46,6.9
4500,88.0,1.0,0,0,2.2
4600,86.0,1.0,0,0,2.4
4700,-160.0,0.9,0,47,7.1
4800,84.0,1.0,0,0,2.6
4900,-888.0,0.6,0,186,21.0
5000,-399.0,0.8,0,92,11.9
5100,-163.0,0.9,0,47,7.4
5200,86.0,1.0,0,0,2.4
5300,-157.0,0.9,0,46,7.2
5400,-651.0,0.7,0,140,16.8
5500,-156.0,0.9,0,47,6.7
5600,91.0,1.0,0,0,1.9
5700,-160.0,0.9,0,47,7.1
5800,-408.0,0.8,0,94,12.0
5900,84.0,1.0,0,0,2.6
6000,85.0,1.0,0,0,2.5
6100,82.0,1.0,0,0,2.8
6200,92.0,1.0,0,0,1.8
6300,-408.0,0.8,0,94,12.0
6400,-404.0,0.8,0,94,11.6
6500,86.0,1.0,0,0,2.4
6600,-161.0,0.9,0,46,7.6
6700,-648.0,0.7,0,140,16.5
6800,84.0,1.0,0,0,2.6
6900,-404.0,0.8,0,93,12.0
7000,-156.0,0.9,0,47,6.7
7100,82.0,1.0,0,0,2.8
7200,-406.0,0.8,0,94,11.8
7300,88.0,1.0,0,0,2.2
7400,-408.0,0.8,0,94,12.0
7500,89.0,1.0,0,0,2.1
7600,81.0,1.0,0,0,2.9
7700,86.0,1.0,0,0,2.4
7800,84.0,1.0,0,0,2.6
7900,80.0,1.0,0,0,3.0
8000,-163.0,0.9,0,46,7.8
8100,-656.0,0.7,0,141,16.9
8200,85.0,1.0,0,0,2.5
8300,-157.0,0.9,0,47,6.8
8400,-648.0,0.7,0,140,16.5
8500,87.0,1.0,0,0,2.3
8600,-656.0,0.7,0,141,16.9
8700,-406.0,0.8,0,94,11.8
8800,-649.0,0.7,0,139,17.0
8900,74.0,1.0,0,0,3.6
9000,86.0,1.0,0,0,2.4
9100,-163.0,0.9,0,47,7.4
9200,82.0,1.0,0,0,2.8
9300,-162.0,0.9,0,47,7.3
9400,92.0,1.0,0,0,1.8
9500,93.0,1.0,0,0,1.7
9600,91.0,1.0,0,0,1.9
9700,-160.0,0.9,0,47,7.1
9800,86.0,1.0,0,0,2.4
9900,84.0,1.0,0,0,2.6
10000,80.0,1.0,0,0,3.0
