Step,Average Return,% Finished,Crash Counter,Stuck Counter,Avg Steps/Episode
0,-691.8,0.0,445,47,50.0
100,-640.6,0.0,395,94,50.0
200,-588.2,0.2,393,0,40.2
300,-537.2,0.2,343,47,40.4
400,-340.9,0.4,198,94,30.5
500,-660.0,0.1,440,0,45.1
600,-188.8,0.6,98,93,21.0
700,-168.4,0.4,49,183,31.0
800,-16.4,0.9,0,47,7.5
900,-135.9,0.6,47,139,21.1
1000,-89.9,0.6,0,188,21.3
1100,-261.7,0.1,48,376,45.2
1200,-162.3,0.3,0,325,35.6
1300,-40.0,0.8,0,93,11.6
1400,-39.1,0.8,0,91,11.5
1500,-138.7,0.4,0,281,30.7
1600,-90.2,0.6,0,188,21.6
1700,-64.9,0.7,0,140,16.6
1800,-40.5,0.8,0,94,11.7
1900,-64.8,0.7,0,139,16.9
2000,9.7,1.0,0,0,1.3
2100,-89.6,0.6,0,187,21.4
2200,-64.9,0.7,0,139,17.0
2300,-15.9,0.9,0,47,7.0
2400,-40.2,0.8,0,94,11.4
2500,-39.7,0.8,0,93,11.3
2600,-40.4,0.8,0,93,12.0
2700,-40.1,0.8,0,94,11.3
2800,-40.7,0.8,0,93,12.3
2900,-65.4,0.7,0,140,17.1
3000,-16.1,0.9,0,47,7.2
3100,8.9,1.0,0,0,2.1
3200,-64.1,0.7,0,139,16.2
3300,-16.2,0.9,0,47,7.3
3400,-40.2,0.8,0,93,11.8
3500,-65.6,0.7,0,141,16.9
3600,-65.0,0.7,0,141,16.3
3700,8.3,1.0,0,0,2.7
3800,8.2,1.0,0,0,2.8
3900,8.2,1.0,0,0,2.8
4000,8.3,1.0,0,0,2.7
4100,8.4,1.0,0,0,2.6
4200,8.4,1.0,0,0,2.6
4300,9.0,1.0,0,0,2.0
4400,-41.3,0.8,0,94,12.5
4500,-89.8,0.6,0,188,21.2
4600,8.6,1.0,0,0,2.4
4700,8.3,1.0,0,0,2.7
4800,7.8,1.0,0,0,3.2
4900,8.3,1.0,0,0,2.7
5000,8.8,1.0,0,0,2.2
5100,8.5,1.0,0,0,2.5
5200,7.6,1.0,0,0,3.4
5300,8.9,1.0,0,0,2.1
5400,8.7,1.0,0,0,2.3
5500,8.6,1.0,0,0,2.4
5600,-15.9,0.9,0,47,7.0
5700,8.8,1.0,0,0,2.2
5800,8.5,1.0,0,0,2.5
5900,-40.9,0.8,0,94,12.1
6000,9.1,1.0,0,0,1.9
6100,8.6,1.0,0,0,2.4
6200,9.0,1.0,0,0,2.0
6300,-65.5,0.7,0,141,16.8
6400,-40.4,0.8,0,94,11.6
6500,8.3,1.0,0,0,2.7
6600,-64.9,0.7,0,141,16.2
6700,-65.3,0.7,0,141,16.6
6800,-15.8,0.9,0,47,6.9
6900,8.5,1.0,0,0,2.5
7000,-15.9,0.9,0,47,7.0
7100,8.1,1.0,0,0,2.9
7200,-40.8,0.8,0,94,12.0
7300,9.1,1.0,0,0,1.9
7400,8.4,1.0,0,0,2.6
7500,8.1,1.0,0,0,2.9
7600,9.0,1.0,0,0,2.0
7700,7.8,1.0,0,0,3.2
7800,8.0,1.0,0,0,3.0
7900,-40.6,0.8,0,94,11.8
8000,-16.7,0.9,0,47,7.8
8100,8.9,1.0,0,0,2.1
8200,9.1,1.0,0,0,1.9
8300,8.4,1.0,0,0,2.6
8400,8.0,1.0,0,0,3.0
8500,8.8,1.0,0,0,2.2
8600,-16.2,0.9,0,47,7.3
8700,-40.4,0.8,0,94,11.6
8800,8.6,1.0,0,0,2.4
8900,-40.4,0.8,0,94,11.6
9000,-15.4,0.9,0,47,6.5
9100,-40.5,0.8,0,94,11.7
9200,-41.0,0.8,0,94,12.2
9300,-15.5,0.9,0,47,6.6
9400,8.7,1.0,0,0,2.3
9500,-16.1,0.9,0,47,7.2
9600,8.2,1.0,0,0,2.8
9700,8.9,1.0,0,0,2.1
9800,-16.4,0.9,0,47,7.5
9900,8.9,1.0,0,0,2.1
10000,8.5,1.0,0,0,2.5
